device_uptime_ms,raw_ir,raw_red,avg_ir,avg_red,detrended_ir,filtered_ir,beat_marker,bpm
425307,249159,197298,249878,197546,-743.48,-3141.07,0.00,65.57
425347,249044,197245,249853,197538,-815.56,-3165.30,0.00,65.57
425387,248964,197210,249820,197527,-850.78,-3212.87,0.00,65.57
425427,249025,197243,249795,197519,-750.30,-3170.53,0.00,65.57
425467,249198,197320,249783,197516,-548.44,-2975.18,0.00,65.57
425507,249387,197384,249779,197516,-341.47,-2653.31,0.00,65.57
425547,249524,197443,249775,197516,-194.25,-2278.05,0.00,65.57
425587,249600,197495,249767,197515,-112.34,-1912.32,0.00,65.57
425627,249789,197549,249757,197513,72.83,-1471.59,0.00,65.57
425667,249899,197610,249743,197509,173.69,-1038.32,0.00,65.57
425707,250008,197651,249725,197504,268.55,-615.82,0.00,65.57
425747,250163,197703,249705,197498,402.38,-170.76,0.00,65.57
425787,250275,197751,249683,197491,488.66,254.32,0.00,65.57
425827,250447,197811,249662,197484,627.62,705.56,705.56,63.60
425867,250609,197877,249644,197479,750.14,1164.56,0.00,63.60
425907,250836,197958,249631,197475,928.28,1674.27,0.00,63.60
425947,250987,198024,249618,197472,1025.31,2159.67,0.00,63.60
425987,249630,197487,249550,197447,-315.11,1475.65,0.00,63.60
426027,248285,196945,249492,197425,-1577.11,-81.17,0.00,63.60
426067,247981,196823,249467,197417,-1787.05,-1494.57,0.00,63.60
426107,248139,196885,249456,197413,-1547.59,-2433.73,0.00,63.60
426147,248323,196965,249445,197410,-1295.41,-2983.31,0.00,63.60
426187,248456,197027,249432,197407,-1104.28,-3270.07,0.00,63.60
426227,248714,197126,249423,197404,-803.97,-3259.23,0.00,63.60
426267,248814,197171,249410,197400,-668.77,-3142.40,0.00,63.60
426307,248756,197149,249394,197394,-690.42,-3066.26,0.00,63.60
426347,248695,197121,249380,197389,-713.84,-3024.08,0.00,63.60
426387,248754,197146,249371,197386,-622.09,-2916.94,0.00,63.60
426427,248911,197202,249367,197384,-441.84,-2687.03,0.00,63.60
426467,249147,197300,249365,197384,-195.55,-2306.06,0.00,63.60
426507,249395,197390,249365,197384,49.83,-1804.98,0.00,63.60
426547,249569,197473,249367,197385,212.64,-1273.88,0.00,63.60
426587,249787,197558,249374,197388,409.11,-691.81,0.00,63.60
426627,249933,197603,249380,197390,527.36,-131.56,0.00,63.60
426667,250081,197668,249387,197392,641.59,408.02,0.00,63.60
426707,250191,197698,249395,197394,714.02,897.63,897.63,64.69
426747,250369,197771,249403,197397,847.42,1396.04,0.00,64.69
426787,250464,197811,249410,197399,895.30,1833.07,0.00,64.69
426827,250594,197867,249416,197401,974.03,2245.68,0.00,64.69
426867,250806,197962,249424,197405,1126.73,2697.93,0.00,64.69
426907,251090,198059,249434,197409,1340.20,3230.51,0.00,64.69
426947,250500,197839,249415,197401,712.69,3154.56,0.00,64.69
426987,248610,197098,249374,197386,-1118.45,1628.88,0.00,64.69
427027,248004,196854,249363,197382,-1638.23,-7.48,0.00,64.69
427067,248053,196864,249366,197384,-1509.77,-1213.80,0.00,64.69
427107,248302,196977,249372,197387,-1197.73,-1929.23,0.00,64.69
427147,248550,197073,249381,197392,-902.25,-2265.18,0.00,64.69
427187,248866,197192,249398,197398,-556.94,-2257.69,0.00,64.69
427227,249086,197270,249413,197404,-320.09,-2062.23,0.00,64.69
427267,248955,197224,249418,197406,-428.53,-1992.61,0.00,64.69
427307,248790,197151,249420,197406,-563.86,-2045.17,0.00,64.69
427347,248812,197158,249424,197408,-514.77,-2047.95,0.00,64.69
427387,248937,197234,249432,197411,-370.28,-1934.59,0.00,64.69
427427,249112,197310,249440,197416,-185.52,-1696.08,0.00,64.69
427467,249366,197408,249448,197420,65.06,-1304.82,0.00,64.69
427507,249627,197502,249458,197424,309.77,-796.04,0.00,64.69
427547,249818,197561,249468,197428,475.73,-256.24,0.00,64.69
427587,249979,197634,249475,197431,604.89,278.92,0.00,64.69
427627,250091,197680,249482,197434,681.05,767.97,0.00,64.69
427667,250163,197713,249485,197436,715.39,1186.69,1186.69,60.15
427707,250225,197743,249486,197438,738.52,1540.16,0.00,60.15
427747,250338,197755,249485,197437,808.94,1879.28,0.00,60.15
427787,250513,197830,249487,197438,934.73,2251.21,0.00,60.15
427827,250325,197770,249476,197434,709.39,2368.48,0.00,60.15
427867,248720,197136,249393,197401,-850.83,1214.12,0.00,60.15
427907,247907,196808,249265,197351,-1580.64,-293.21,0.00,60.15
427947,247816,196775,249158,197308,-1588.06,-1505.02,0.00,60.15
427987,247981,196861,249133,197299,-1351.91,-2285.54,0.00,60.15
428027,248184,196954,249140,197303,-1091.45,-2701.60,0.00,60.15
428067,248462,197059,249157,197311,-772.78,-2779.50,0.00,60.15
428107,248699,197163,249172,197318,-508.98,-2630.79,0.00,60.15
428147,248620,197121,249175,197320,-558.58,-2551.49,0.00,60.15
428187,248437,197051,249158,197314,-704.50,-2604.79,0.00,60.15
428227,248378,197046,249130,197305,-725.33,-2664.10,0.00,60.15
428267,248482,197086,249111,197300,-590.27,-2603.49,0.00,60.15
428307,248661,197163,249106,197300,-390.70,-2395.36,0.00,60.15
428347,248887,197250,249109,197304,-156.47,-2041.46,0.00,60.15
428377,249111,197334,249116,197308,64.16,-1581.84,0.00,60.15
428417,249294,197413,249123,197312,234.80,-1077.64,0.00,60.15
428457,249422,197463,249125,197314,344.66,-586.38,0.00,60.15
428497,249595,197519,249124,197315,491.77,-75.69,0.00,60.15
428537,249710,197567,249120,197315,576.42,400.58,0.00,60.15
428577,249774,197602,249111,197314,608.41,807.19,807.19,64.00
428617,249893,197641,249103,197312,691.03,1198.58,0.00,64.00
428657,250040,197704,249098,197312,796.12,1595.76,0.00,64.00
428697,249872,197638,249084,197308,596.72,1753.98,0.00,64.00
428737,248360,197028,249005,197279,-869.52,707.58,0.00,64.00
428777,247566,196705,248887,197234,-1580.34,-698.21,0.00,64.00
428817,247409,196642,248771,197189,-1650.47,-1878.95,0.00,64.00
428857,247636,196733,248727,197173,-1352.30,-2585.00,0.00,64.00
428897,247884,196821,248726,197173,-1049.08,-2907.26,0.00,64.00
428937,248073,196919,248737,197179,-817.08,-2979.47,0.00,64.00
428977,248381,197032,248753,197186,-483.62,-2770.48,0.00,64.00
429017,248418,197034,248762,197189,-424.30,-2555.82,0.00,64.00
429057,248301,196986,248756,197186,-514.23,-2456.04,0.00,64.00
429097,248249,196968,248738,197178,-537.92,-2395.17,0.00,64.00
429137,248370,197017,248728,197174,-396.08,-2233.00,0.00,64.00
429177,248577,197109,248733,197176,-179.62,-1930.10,0.00,64.00
429217,248753,197173,248748,197181,-3.44,-1546.83,0.00,64.00
429257,248982,197261,248768,197188,214.28,-1066.04,0.00,64.00
429297,249148,197343,248788,197196,361.27,-563.82,0.00,64.00
429337,249307,197412,248805,197202,494.25,-55.65,0.00,64.00
429377,249482,197472,248819,197208,635.78,464.10,0.00,64.00
429417,249603,197515,248832,197212,718.94,946.43,946.43,66.85
429457,249818,197592,248848,197217,887.23,1466.93,0.00,66.85
429497,250034,197666,248865,197223,1048.08,2012.01,0.00,66.85
429537,250278,197762,248888,197231,1227.47,2591.58,0.00,66.85
429577,250562,197858,248919,197241,1435.89,3221.98,0.00,66.85
429617,250737,197940,248953,197253,1530.34,3801.86,0.00,66.85
429657,249249,197349,248921,197239,40.22,3073.66,0.00,66.85
429697,247718,196745,248835,197203,-1416.23,1325.94,0.00,66.85
429737,247384,196612,248796,197186,-1662.72,-269.42,0.00,66.85
429777,247520,196671,248794,197185,-1450.38,-1375.84,0.00,66.85
429817,247691,196754,248806,197189,-1215.41,-2073.00,0.00,66.85
429857,247845,196830,248814,197193,-1008.33,-2465.06,0.00,66.85
429897,248069,196915,248821,197197,-745.11,-2568.13,0.00,66.85
429937,248175,196960,248826,197199,-607.16,-2540.23,0.00,66.85
429977,248062,196926,248813,197194,-684.14,-2579.50,0.00,66.85
430017,247972,196888,248795,197188,-735.44,-2651.95,0.00,66.85
430057,248029,196911,248784,197185,-644.52,-2637.17,0.00,66.85
430097,248176,196966,248781,197185,-472.64,-2487.85,0.00,66.85
430137,248355,197052,248781,197187,-278.95,-2213.44,0.00,66.85
430177,248604,197139,248782,197188,-28.45,-1793.52,0.00,66.85
430217,248825,197234,248785,197190,182.92,-1288.48,0.00,66.85
430257,249010,197300,248786,197192,349.53,-751.16,0.00,66.85
430297,249191,197364,248787,197193,504.00,-197.72,0.00,66.85
430337,249306,197416,248787,197193,588.05,312.26,0.00,66.85
430377,249398,197458,248784,197192,646.05,766.64,766.64,65.40
430417,249561,197514,248782,197192,768.59,1228.19,0.00,65.40
430457,249766,197585,248780,197192,924.91,1722.48,0.00,65.40
430497,249986,197678,248778,197193,1087.66,2248.11,0.00,65.40
430537,250227,197768,248776,197193,1262.22,2808.26,0.00,65.40
430577,249729,197562,248743,197181,726.00,2827.41,0.00,65.40
430617,247909,196841,248630,197137,-1039.30,1430.49,0.00,65.40
430657,247276,196592,248551,197107,-1588.69,-126.56,0.00,65.40
430697,247269,196593,248533,197101,-1515.91,-1313.97,0.00,65.40
430737,247466,196686,248536,197104,-1252.95,-2053.54,0.00,65.40
430777,247641,196761,248541,197107,-1024.06,-2462.08,0.00,65.40
430817,247925,196866,248550,197112,-703.06,-2532.12,0.00,65.40
430857,248140,196959,248562,197117,-463.66,-2396.62,0.00,65.40
430897,248095,196938,248563,197118,-483.22,-2303.87,0.00,65.40
430937,247982,196894,248556,197115,-566.41,-2296.22,0.00,65.40
430977,247965,196897,248552,197114,-554.23,-2280.36,0.00,65.40
431017,248124,196962,248558,197117,-375.47,-2124.67,0.00,65.40
431057,248389,197060,248572,197123,-104.94,-1783.68,0.00,65.40
431097,248649,197170,248591,197131,147.31,-1309.10,0.00,65.40
431137,248899,197251,248613,197139,377.45,-745.31,0.00,65.40
431177,249147,197349,248635,197147,594.19,-120.90,0.00,65.40
431217,249355,197429,248656,197155,762.08,512.94,0.00,65.40
431257,249552,197512,248677,197164,911.12,1139.25,1139.25,66.85
431297,249713,197565,248698,197172,1018.52,1726.21,0.00,66.85
431337,249837,197627,248720,197180,1085.39,2249.28,0.00,66.85
431377,250033,197684,248745,197189,1217.33,2773.29,0.00,66.85
431417,250264,197790,248773,197200,1375.91,3319.36,0.00,66.85
431457,250560,197884,248805,197212,1588.31,3926.14,0.00,66.85
431497,250293,197772,248817,197216,1255.25,4145.11,0.00,66.85
431537,248321,196992,248741,197185,-680.91,2771.36,0.00,66.85
431577,247606,196690,248656,197150,-1326.11,1156.20,0.00,66.85
431617,247671,196727,248646,197146,-1198.05,-33.48,0.00,66.85
431657,248006,196868,248676,197157,-819.89,-682.69,0.00,66.85
431697,248373,197013,248720,197173,-430.25,-890.35,0.00,66.85
431737,248817,197183,248774,197193,13.06,-701.83,0.00,66.85
431777,249091,197276,248832,197214,272.70,-343.30,0.00,66.85
431817,248950,197215,248873,197228,125.12,-174.54,0.00,66.85
431857,248704,197123,248895,197234,-114.83,-231.50,0.00,66.85
431897,248730,197143,248921,197243,-84.39,-252.71,0.00,66.85
431937,248967,197226,248960,197256,144.98,-86.18,0.00,66.85
431977,249245,197324,249011,197273,401.83,252.52,0.00,66.85
432017,249571,197449,249069,197292,691.44,755.16,755.16,69.77
432057,249896,197584,249130,197313,965.61,1376.62,0.00,69.77
432097,250279,197712,249195,197335,1281.17,2126.23,0.00,69.77
432137,250441,197791,249256,197357,1371.02,2797.80,0.00,69.77
432177,250597,197850,249314,197377,1450.67,3398.78,0.00,69.77
432217,250811,197930,249373,197397,1581.44,3984.17,0.00,69.77
432257,250896,197971,249426,197415,1583.11,4453.82,0.00,69.77
432297,251102,198062,249482,197435,1699.66,4922.78,0.00,69.77
432337,251353,198157,249543,197456,1853.12,5420.73,0.00,69.77
432377,250757,197910,249572,197465,1194.27,5291.99,0.00,69.77
432417,248539,197023,249503,197435,-972.55,3455.56,0.00,69.77
432457,247850,196758,249394,197389,-1578.47,1501.67,0.00,69.77
432497,247935,196799,249300,197351,-1418.80,66.30,0.00,69.77
432537,248245,196934,249297,197348,-1053.36,-789.65,0.00,69.77
432577,248559,197066,249335,197363,-702.39,-1193.63,0.00,69.77
432607,249009,197237,249388,197384,-239.77,-1146.72,0.00,69.77
432647,249301,197344,249440,197403,49.62,-877.67,0.00,69.77
432687,249079,197257,249468,197412,-163.75,-833.14,0.00,69.77
432727,248853,197167,249470,197412,-370.27,-962.72,0.00,69.77
432767,248875,197187,249461,197408,-330.86,-1034.87,0.00,69.77
432807,249069,197268,249466,197410,-130.02,-931.91,0.00,69.77
432847,249347,197376,249492,197421,140.58,-633.06,0.00,69.77
432887,249663,197505,249529,197435,433.75,-159.45,0.00,69.77
432927,249949,197614,249568,197451,683.77,419.45,0.00,69.77
432967,250213,197727,249607,197467,900.38,1055.86,1055.86,67.61
433007,250421,197805,249641,197481,1052.95,1687.05,0.00,67.61
433047,250629,197880,249670,197493,1197.91,2307.97,0.00,67.61
433087,250816,197945,249692,197502,1315.66,2898.90,0.00,67.61
433127,251016,198027,249715,197511,1439.88,3471.02,0.00,67.61
433167,251289,198139,249743,197523,1627.23,4078.60,0.00,67.61
433207,251470,198194,249769,197534,1717.83,4637.14,0.00,67.61
433247,249856,197561,249727,197517,98.64,3788.63,0.00,67.61
433287,248052,196845,249605,197469,-1620.09,1734.83,0.00,67.61
433327,247751,196722,249461,197411,-1825.03,-72.16,0.00,67.61
433367,247946,196798,249349,197367,-1548.53,-1296.56,0.00,67.61
433407,248250,196928,249337,197363,-1182.30,-1983.08,0.00,67.61
433447,248501,197029,249363,197374,-884.73,-2294.25,0.00,67.61
433487,248900,197188,249402,197389,-461.45,-2204.56,0.00,67.61
433527,249060,197259,249434,197402,-286.38,-1992.75,0.00,67.61
433567,248808,197164,249444,197406,-511.45,-2003.36,0.00,67.61
433607,248661,197111,249431,197401,-625.53,-2103.12,0.00,67.61
433647,248686,197122,249406,197392,-570.50,-2138.89,0.00,67.61
433687,248900,197209,249399,197390,-338.67,-1982.05,0.00,67.61
433727,249218,197326,249413,197397,-19.64,-1601.35,0.00,67.61
433767,249538,197451,249440,197407,285.34,-1052.81,0.00,67.61
433807,249829,197567,249470,197419,547.53,-404.22,0.00,67.61
433847,250082,197665,249500,197431,760.50,285.02,0.00,67.61
433887,250276,197747,249524,197440,906.78,953.44,0.00,67.61
433927,250411,197812,249543,197448,989.69,1554.50,1554.50,67.61
433967,250458,197827,249552,197452,984.86,2031.49,0.00,67.61
434007,250598,197886,249560,197456,1068.61,2480.08,0.00,67.61
434047,250869,197988,249569,197460,1272.62,3002.16,0.00,67.61
434087,251176,198105,249584,197466,1500.64,3602.24,0.00,67.61
434127,251014,198041,249583,197467,1271.70,3899.16,0.00,67.61
434167,248888,197214,249487,197430,-811.58,2470.06,0.00,67.61
434207,247727,196745,249338,197372,-1873.95,476.89,0.00,67.61
434247,247577,196692,249247,197337,-1922.75,-1156.69,0.00,67.61
434287,247743,196775,249234,197334,-1668.91,-2260.48,0.00,67.61
434327,247955,196861,249242,197340,-1384.06,-2915.63,0.00,67.61
434367,248234,196981,249254,197347,-1049.81,-3172.35,0.00,67.61
434407,248582,197109,249267,197354,-666.72,-3071.26,0.00,67.61
434447,248652,197135,249273,197359,-566.88,-2910.51,0.00,67.61
434487,248446,197071,249255,197354,-734.23,-2915.79,0.00,67.61
434527,248326,197028,249226,197345,-811.52,-2981.85,0.00,67.61
434567,248443,197075,249211,197341,-659.80,-2913.32,0.00,67.61
434607,248646,197138,249210,197342,-433.95,-2677.81,0.00,67.61
434647,248967,197268,249222,197348,-107.31,-2228.10,0.00,67.61
434687,249268,197390,249236,197355,184.00,-1635.28,0.00,67.61
434727,249543,197494,249249,197362,436.05,-959.39,0.00,67.61
434767,249811,197610,249260,197368,668.84,-232.44,0.00,67.61
434807,250011,197674,249268,197373,825.41,474.38,0.00,67.61
