device_uptime_ms,raw_ir,raw_red,avg_ir,avg_red,detrended_ir,filtered_ir,beat_marker,bpm
408427,249770,198164,248638,197718,970.31,1175.34,1175.34,64.00
408467,249930,198218,248628,197713,1073.80,1799.31,0.00,64.00
408507,250126,198292,248621,197708,1206.31,2404.50,0.00,64.00
408547,250306,198367,248617,197706,1317.00,2977.20,0.00,64.00
408587,250512,198450,248616,197704,1446.84,3539.23,0.00,64.00
408627,250592,198489,248611,197701,1450.50,3991.79,0.00,64.00
408667,248929,197797,248564,197680,-201.88,3031.93,0.00,64.00
408707,247044,197036,248536,197668,-1982.53,839.52,0.00,64.00
408747,246587,196866,248527,197663,-2317.55,-1182.42,0.00,64.00
408787,246641,196893,248524,197661,-2150.38,-2666.24,0.00,64.00
408827,246836,196970,248521,197659,-1857.61,-3619.08,0.00,64.00
408867,247055,197074,248518,197657,-1556.67,-4140.60,0.00,64.00
408907,247385,197203,248514,197655,-1165.34,-4244.75,0.00,64.00
408947,247533,197270,248503,197651,-966.47,-4168.98,0.00,64.00
408987,247406,197213,248489,197644,-1038.80,-4166.22,0.00,64.00
409027,247317,197175,248475,197639,-1071.41,-4190.10,0.00,64.00
409067,247422,197214,248466,197634,-918.08,-4086.54,0.00,64.00
409107,247638,197316,248458,197631,-666.97,-3802.81,0.00,64.00
409147,247946,197429,248451,197628,-341.02,-3315.06,0.00,64.00
409187,248249,197555,248444,197625,-36.11,-2680.94,0.00,64.00
409227,248534,197655,248437,197621,236.45,-1955.59,0.00,64.00
409267,248809,197777,248430,197618,485.88,-1175.77,0.00,64.00
409307,248992,197845,248421,197614,635.44,-432.27,0.00,64.00
409347,249221,197922,248414,197610,821.22,311.16,0.00,64.00
409387,249396,197993,248407,197607,946.41,1006.06,0.00,64.00
409427,249610,198069,248400,197603,1102.39,1686.76,1686.76,62.02
409467,249785,198136,248394,197600,1213.52,2320.22,0.00,62.02
409507,250086,198251,248393,197598,1438.80,3007.21,0.00,62.02
409547,250295,198336,248392,197597,1565.41,3658.09,0.00,62.02
409587,250569,198444,248395,197597,1747.44,4324.43,0.00,62.02
409627,249764,198099,248361,197581,895.31,4175.79,0.00,62.02
409667,247485,197186,248304,197557,-1314.50,2289.03,0.00,62.02
409707,246773,196894,248293,197551,-1925.17,291.09,0.00,62.02
409747,246789,196917,248301,197553,-1813.72,-1218.10,0.00,62.02
409787,247028,197015,248316,197558,-1495.98,-2171.27,0.00,62.02
409827,247471,197171,248342,197566,-1000.33,-2537.28,0.00,62.02
409867,247913,197363,248376,197577,-530.41,-2454.15,0.00,62.02
409907,248157,197466,248407,197588,-272.08,-2180.98,0.00,62.02
409947,248059,197406,248428,197593,-351.58,-2026.05,0.00,62.02
409987,247873,197327,248447,197598,-510.70,-2029.40,0.00,62.02
410027,247839,197314,248468,197604,-517.47,-2037.50,0.00,62.02
410067,248109,197419,248495,197612,-235.09,-1818.07,0.00,62.02
410107,248479,197562,248529,197622,128.16,-1351.93,0.00,62.02
410147,248807,197691,248563,197632,433.34,-734.87,0.00,62.02
410187,249114,197814,248598,197642,703.33,-25.23,0.00,62.02
410227,249375,197917,248631,197653,916.11,712.70,0.00,62.02
410267,249562,197994,248662,197662,1047.95,1408.52,1408.52,62.66
410307,249687,198040,248689,197669,1114.31,2018.27,0.00,62.66
410347,249808,198095,248713,197676,1173.55,2553.45,0.00,62.66
410387,249964,198140,248736,197682,1263.06,3053.21,0.00,62.66
410427,250139,198211,248757,197688,1366.16,3535.49,0.00,62.66
410467,250355,198292,248780,197694,1503.05,4030.83,0.00,62.66
410507,249897,198094,248772,197688,992.80,4018.90,0.00,62.66
410547,247813,197238,248673,197644,-1036.64,2385.81,0.00,62.66
410587,247052,196929,248532,197583,-1707.77,542.44,0.00,62.66
410627,247069,196937,248424,197537,-1606.23,-851.04,0.00,62.66
410667,247376,197082,248420,197533,-1234.27,-1668.24,0.00,62.66
410707,247766,197227,248460,197546,-802.05,-1976.23,0.00,62.66
410747,248236,197405,248517,197565,-315.44,-1833.34,0.00,62.66
410787,248551,197516,248578,197586,-0.42,-1467.01,0.00,62.66
410827,248355,197440,248614,197596,-186.59,-1322.88,0.00,62.66
410867,248124,197356,248622,197596,-396.72,-1375.68,0.00,62.66
410907,248077,197343,248619,197591,-421.53,-1437.77,0.00,62.66
410947,248302,197407,248629,197591,-186.70,-1299.58,0.00,62.66
410987,248569,197518,248657,197599,76.28,-978.64,0.00,62.66
411027,248814,197609,248696,197611,305.22,-538.73,0.00,62.66
411067,249081,197723,248734,197623,543.61,3.90,0.00,62.66
411107,249303,197818,248767,197633,727.33,584.98,0.00,62.66
411147,249520,197898,248796,197641,897.11,1185.67,1185.67,65.93
411187,249684,197979,248819,197648,1008.05,1754.98,0.00,65.93
411227,249743,198005,248833,197651,1013.69,2214.93,0.00,65.93
411267,249953,198084,248849,197655,1162.50,2701.94,0.00,65.93
411307,250016,198097,248862,197657,1164.22,3092.93,0.00,65.93
411347,248526,197471,248811,197632,-309.48,2226.76,0.00,65.93
411387,247215,196935,248701,197584,-1539.45,549.84,0.00,65.93
411427,246997,196862,248575,197530,-1669.58,-895.79,0.00,65.93
411467,247204,196940,248449,197476,-1389.45,-1828.19,0.00,65.93
411507,247486,197057,248353,197435,-1052.08,-2304.22,0.00,65.93
411547,247788,197176,248352,197432,-712.58,-2413.44,0.00,65.93
411577,248166,197308,248396,197447,-317.84,-2185.02,0.00,65.93
411617,248246,197347,248443,197464,-225.95,-1928.78,0.00,65.93
411657,248098,197267,248472,197471,-355.25,-1827.23,0.00,65.93
411697,248018,197230,248482,197471,-413.48,-1792.57,0.00,65.93
411737,248097,197274,248477,197466,-317.77,-1688.27,0.00,65.93
411777,248324,197350,248468,197459,-86.23,-1419.60,0.00,65.93
411817,248531,197446,248475,197460,114.73,-1043.89,0.00,65.93
411857,248780,197546,248501,197467,345.55,-558.68,0.00,65.93
411897,249010,197630,248538,197479,546.77,-9.53,0.00,65.93
411937,249219,197708,248575,197491,717.98,566.76,0.00,65.93
411977,249393,197773,248608,197501,847.39,1131.32,1131.32,67.61
412017,249530,197835,248637,197510,935.17,1653.20,0.00,67.61
412057,249653,197879,248660,197516,1005.27,2126.77,0.00,67.61
412097,249769,197926,248678,197520,1065.20,2553.58,0.00,67.61
412137,249899,197989,248693,197524,1135.44,2951.21,0.00,67.61
412177,249306,197735,248678,197514,515.31,2773.22,0.00,67.61
412217,247501,196997,248589,197474,-1225.20,1238.41,0.00,67.61
412257,246957,196751,248469,197421,-1680.75,-353.87,0.00,67.61
412297,247013,196792,248349,197368,-1543.52,-1517.91,0.00,67.61
412337,247217,196877,248296,197345,-1272.55,-2232.36,0.00,67.61
412377,247379,196946,248303,197345,-1055.02,-2629.90,0.00,67.61
412417,247596,197029,248327,197352,-796.11,-2740.81,0.00,67.61
412457,247755,197104,248349,197358,-605.25,-2676.85,0.00,67.61
412497,247707,197077,248358,197359,-620.59,-2637.95,0.00,67.61
412537,247579,197027,248349,197353,-711.16,-2679.29,0.00,67.61
412577,247498,197011,248323,197341,-752.55,-2745.47,0.00,67.61
412617,247622,197039,248298,197329,-597.12,-2674.07,0.00,67.61
412657,247829,197117,248287,197323,-370.62,-2435.76,0.00,67.61
412697,248024,197196,248287,197322,-166.84,-2082.08,0.00,67.61
412737,248228,197277,248292,197322,35.30,-1637.43,0.00,67.61
412777,248412,197334,248296,197321,208.33,-1143.28,0.00,67.61
412817,248582,197399,248298,197319,359.41,-627.10,0.00,67.61
412857,248718,197452,248295,197316,470.64,-125.17,0.00,67.61
412897,248827,197491,248288,197310,550.66,340.39,0.00,67.61
412937,248937,197521,248277,197302,627.62,774.41,774.41,68.38
412977,249067,197585,248264,197295,719.75,1195.33,0.00,68.38
413017,249171,197620,248249,197286,782.56,1582.31,0.00,68.38
413057,248662,197392,248210,197267,259.89,1473.76,0.00,68.38
413097,247201,196769,248107,197221,-1141.05,266.17,0.00,68.38
413137,246747,196566,247981,197164,-1515.30,-999.30,0.00,68.38
413177,246834,196603,247882,197118,-1356.88,-1884.94,0.00,68.38
413217,247049,196700,247864,197107,-1084.78,-2375.78,0.00,68.38
413257,247203,196759,247874,197107,-884.23,-2608.01,0.00,68.38
413297,247401,196855,247889,197109,-651.92,-2607.94,0.00,68.38
413337,247552,196910,247903,197111,-475.88,-2467.06,0.00,68.38
413377,247533,196896,247909,197109,-470.12,-2349.74,0.00,68.38
413417,247451,196854,247903,197102,-524.52,-2299.41,0.00,68.38
413457,247464,196852,247891,197092,-485.94,-2228.28,0.00,68.38
413497,247565,196897,247886,197084,-365.69,-2075.17,0.00,68.38
413537,247725,196952,247892,197081,-195.41,-1816.46,0.00,68.38
413577,247897,197027,247908,197082,-22.23,-1470.96,0.00,68.38
413617,248071,197088,247926,197084,144.17,-1061.43,0.00,68.38
413657,248235,197150,247942,197085,292.77,-614.93,0.00,68.38
413697,248387,197202,247956,197086,422.53,-153.92,0.00,68.38
413737,248537,197251,247969,197085,543.91,311.99,0.00,68.38
413777,248672,197301,247979,197083,644.95,765.55,765.55,68.38
413817,248769,197343,247987,197081,704.86,1176.33,0.00,68.38
413857,248860,197376,247992,197078,756.06,1545.91,0.00,68.38
413897,248999,197424,247999,197075,850.31,1916.98,0.00,68.38
413937,249047,197456,248003,197073,853.39,2216.30,0.00,68.38
413977,248061,197025,247963,197050,-125.98,1672.25,0.00,68.38
414017,246983,196557,247876,197008,-1143.78,422.78,0.00,68.38
414057,246822,196488,247802,196972,-1239.55,-653.42,0.00,68.38
414097,247010,196572,247794,196964,-998.97,-1321.91,0.00,68.38
414137,247231,196673,247814,196968,-739.06,-1648.78,0.00,68.38
414177,247387,196743,247836,196974,-553.91,-1762.15,0.00,68.38
414217,247623,196835,247859,196979,-302.02,-1651.33,0.00,68.38
414257,247664,196850,247877,196983,-247.97,-1519.44,0.00,68.38
414297,247601,196822,247885,196981,-295.42,-1451.89,0.00,68.38
414337,247524,196779,247884,196976,-353.80,-1444.55,0.00,68.38
414377,247561,196808,247885,196973,-300.95,-1396.40,0.00,68.38
414417,247667,196841,247894,196972,-185.20,-1265.28,0.00,68.38
414457,247796,196906,247907,196974,-53.39,-1054.94,0.00,68.38
414497,247920,196955,247921,196976,67.08,-790.29,0.00,68.38
414537,248044,197013,247934,196979,181.53,-487.01,0.00,68.38
414577,248157,197047,247945,196980,279.80,-165.77,0.00,68.38
414617,248242,197085,247951,196980,346.56,144.64,0.00,68.38
414657,248331,197108,247955,196978,413.78,446.73,0.00,68.38
414697,248425,197135,247957,196975,482.39,743.30,743.30,67.61
414737,248522,197185,247956,196973,550.42,1034.98,0.00,67.61
414777,248612,197221,247954,196969,608.41,1314.71,0.00,67.61
414817,248752,197287,247953,196967,710.98,1620.55,0.00,67.61
414857,248780,197284,247950,196963,702.03,1858.07,0.00,67.61
414897,247753,196829,247900,196940,-308.72,1239.48,0.00,67.61
414937,246967,196464,247817,196900,-1039.98,159.60,0.00,67.61
414977,246925,196463,247771,196878,-1027.89,-694.64,0.00,67.61
415017,247130,196563,247777,196878,-781.75,-1181.11,0.00,67.61
415057,247341,196667,247798,196885,-542.22,-1378.66,0.00,67.61
415097,247558,196753,247820,196892,-308.95,-1350.09,0.00,67.61
415137,247731,196821,247840,196898,-129.16,-1183.40,0.00,67.61
415177,247692,196787,247852,196900,-159.75,-1074.52,0.00,67.61
415217,247607,196743,247852,196896,-232.52,-1045.63,0.00,67.61
415257,247593,196737,247849,196892,-234.19,-1023.85,0.00,67.61
415297,247681,196784,247852,196890,-138.88,-930.18,0.00,67.61
415337,247795,196836,247863,196892,-23.62,-763.05,0.00,67.61
415377,247889,196893,247876,196896,66.86,-556.95,0.00,67.61
415417,248037,196938,247891,196900,204.11,-282.27,0.00,67.61
415457,248198,197001,247907,196903,346.86,51.67,0.00,67.61
415497,248308,197049,247922,196907,434.02,388.55,0.00,67.61
415537,248428,197068,247938,196909,526.31,731.89,731.89,67.42
415577,248472,197120,247950,196912,541.80,1018.95,0.00,67.42
415617,248541,197136,247962,196914,580.25,1279.36,0.00,67.42
415657,248656,197180,247975,196917,660.48,1551.87,0.00,67.42
415697,248849,197243,247992,196922,810.81,1890.15,0.00,67.42
415727,248675,197153,247998,196920,604.97,1996.09,0.00,67.42
415767,247549,196669,247956,196898,-494.98,1200.89,0.00,67.42
415807,247047,196440,247888,196864,-947.14,203.00,0.00,67.42
415847,247129,196474,247822,196832,-821.89,-495.11,0.00,67.42
415887,247359,196581,247806,196822,-562.30,-845.93,0.00,67.42
415927,247574,196664,247830,196830,-329.94,-940.69,0.00,67.42
415967,247791,196760,247865,196842,-107.30,-838.39,0.00,67.42
416007,247941,196833,247897,196853,40.56,-638.26,0.00,67.42
416047,247882,196793,247919,196858,-17.52,-524.62,0.00,67.42
416087,247789,196753,247928,196858,-104.98,-503.69,0.00,67.42
416127,247761,196749,247929,196855,-126.33,-504.01,0.00,67.42
416167,247816,196789,247934,196855,-67.77,-457.42,0.00,67.42
416207,247900,196845,247946,196859,15.42,-353.60,0.00,67.42
416247,247991,196883,247962,196865,101.09,-202.00,0.00,67.42
416287,248109,196933,247979,196871,208.14,4.91,0.00,67.42
416327,248194,196972,247995,196876,278.48,226.71,0.00,67.42
416367,248287,197006,248011,196881,352.91,463.70,463.70,69.97
416407,248377,197047,248024,196885,420.77,707.57,0.00,69.97
416447,248447,197067,248034,196888,466.23,939.04,0.00,69.97
416487,248555,197115,248044,196890,545.52,1187.65,0.00,69.97
416527,248657,197157,248053,196894,615.14,1442.23,0.00,69.97
416567,248730,197194,248064,196897,653.73,1676.77,0.00,69.97
416607,248841,197238,248076,196901,726.50,1922.62,0.00,69.97
416647,248499,197077,248069,196897,365.28,1830.32,0.00,69.97
416687,247328,196566,248009,196870,-765.44,851.91,0.00,69.97
416727,246829,196361,247935,196838,-1201.22,-279.45,0.00,69.97
416767,246914,196395,247909,196827,-1060.41,-1071.89,0.00,69.97
416807,247129,196495,247913,196829,-803.14,-1500.02,0.00,69.97
416847,247252,196556,247918,196833,-646.14,-1716.93,0.00,69.97
416887,247394,196624,247919,196834,-478.94,-1756.69,0.00,69.97
416927,247547,196680,247918,196835,-309.64,-1653.07,0.00,69.97
416967,247546,196690,247908,196832,-295.11,-1558.54,0.00,69.97
417007,247486,196673,247890,196826,-337.36,-1516.72,0.00,69.97
417047,247499,196655,247875,196820,-308.14,-1459.89,0.00,69.97
417087,247565,196702,247866,196818,-230.03,-1351.94,0.00,69.97
417127,247693,196751,247863,196818,-96.92,-1159.09,0.00,69.97
417167,247843,196813,247864,196819,50.42,-886.93,0.00,69.97
417207,247976,196867,247867,196820,174.25,-570.15,0.00,69.97
417247,248068,196908,247870,196821,252.94,-253.77,0.00,69.97
417287,248162,196959,247872,196822,329.59,60.66,0.00,69.97
417327,248290,196996,247876,196823,434.72,396.30,0.00,69.97
417367,248384,197038,247880,196824,502.28,718.87,718.87,66.85
417407,248468,197071,247884,196825,556.97,1020.67,0.00,66.85
417447,248581,197122,247889,196828,636.47,1325.71,0.00,66.85
417487,248703,197174,247895,196830,720.55,1637.01,0.00,66.85
417527,248831,197224,247902,196833,806.12,1954.51,0.00,66.85
417567,249013,197296,247913,196837,938.72,2314.58,0.00,66.85
417607,248752,197187,247910,196835,643.83,2366.73,0.00,66.85
417647,247445,196619,247867,196816,-630.02,1389.37,0.00,66.85
417687,246851,196349,247848,196808,-1162.81,181.24,0.00,66.85
417727,246921,196381,247852,196809,-1038.17,-685.54,0.00,66.85
417767,247175,196495,247862,196813,-744.97,-1144.41,0.00,66.85
417807,247351,196569,247871,196815,-540.52,-1347.94,0.00,66.85
417847,247544,196663,247883,196820,-330.14,-1342.46,0.00,66.85
417887,247720,196734,247896,196824,-146.44,-1191.12,0.00,66.85
417927,247728,196745,247903,196827,-131.52,-1058.11,0.00,66.85
417967,247641,196701,247907,196827,-207.59,-1012.56,0.00,66.85
418007,247644,196706,247913,196829,-194.36,-965.54,0.00,66.85
418047,247724,196747,247922,196832,-108.64,-859.34,0.00,66.85
418087,247859,196800,247934,196836,25.05,-667.44,0.00,66.85
418127,248012,196869,247947,196841,169.14,-398.64,0.00,66.85
418167,248178,196939,247960,196846,318.39,-64.20,0.00,66.85
418207,248351,197006,247975,196851,466.83,322.10,0.00,66.85
418247,248469,197062,247991,196858,555.59,702.16,702.16,67.61
418287,248627,197118,248010,196864,677.91,1104.05,0.00,67.61
418327,248757,197171,248029,196871,767.52,1497.25,0.00,67.61
418367,248919,197229,248050,196879,883.05,1904.24,0.00,67.61
418407,249053,197281,248073,196887,966.19,2296.34,0.00,67.61
418447,249221,197347,248099,196896,1077.48,2699.06,0.00,67.61
418487,249416,197432,248128,196906,1208.86,3126.34,0.00,67.61
418527,249652,197523,248160,196918,1372.61,3599.16,0.00,67.61
418567,249864,197616,248194,196931,1505.38,4083.63,0.00,67.61
418607,249064,197283,248207,196935,670.11,3802.99,0.00,67.61
418647,247666,196700,248216,196938,-691.50,2489.19,0.00,67.61
418687,247365,196563,248236,196947,-942.88,1237.05,0.00,67.61
418727,247547,196634,248261,196957,-722.83,411.38,0.00,67.61
418767,247822,196768,248287,196968,-425.44,-11.25,0.00,67.61
418807,247993,196851,248313,196979,-241.72,-202.37,0.00,67.61
418847,248207,196954,248339,196991,-26.33,-182.96,0.00,67.61
418887,248383,196997,248366,197001,142.19,-32.62,0.00,67.61
418927,248297,196979,248389,197011,53.38,16.61,0.00,67.61
418967,248232,196951,248412,197021,-11.05,4.45,0.00,67.61
419007,248278,196976,248438,197031,33.20,30.12,30.12,69.16
419047,248433,197027,248466,197043,178.80,167.13,0.00,69.16
419087,248626,197089,248497,197054,353.20,416.27,0.00,69.16
419127,248847,197195,248530,197067,545.50,769.42,0.00,69.16
419167,249108,197290,248567,197081,766.17,1228.47,0.00,69.16
419207,249360,197388,248608,197096,967.27,1756.59,0.00,69.16
419247,249564,197472,248652,197113,1112.70,2295.43,0.00,69.16
419287,249649,197515,248692,197129,1137.81,2746.60,0.00,69.16
419327,249769,197555,248733,197144,1194.92,3153.21,0.00,69.16
419367,249910,197593,248773,197159,1269.12,3537.87,0.00,69.16
419407,250054,197656,248813,197174,1342.47,3904.27,0.00,69.16
419447,250169,197726,248851,197189,1384.59,4231.09,0.00,69.16
419487,250384,197802,248889,197204,1519.61,4600.56,0.00,69.16
419527,249818,197584,248896,197206,905.92,4405.19,0.00,69.16
419567,248446,197013,248839,197182,-442.78,3169.92,0.00,69.16
419607,248045,196850,248798,197165,-801.59,1894.66,0.00,69.16
419647,248205,196922,248820,197174,-609.52,1028.12,0.00,69.16
419687,248487,197047,248865,197193,-311.14,573.58,0.00,69.16
419727,248706,197162,248911,197214,-87.53,388.84,0.00,69.16
419767,248982,197279,248958,197234,179.05,454.31,0.00,69.16
419807,249147,197340,249004,197254,326.84,624.92,0.00,69.16
419847,249076,197302,249039,197268,243.05,694.38,0.00,69.16
419877,248992,197265,249063,197279,151.09,676.38,0.00,69.16
419917,249023,197264,249092,197290,172.98,679.49,0.00,69.16
419957,249192,197333,249130,197305,324.89,803.50,0.00,69.16
419997,249358,197415,249174,197323,466.34,1015.88,0.00,69.16
420037,249544,197493,249218,197342,619.72,1308.48,0.00,69.16
420077,249729,197577,249262,197361,764.48,1658.37,0.00,69.16
420117,249929,197656,249305,197379,916.27,2059.71,0.00,69.16
420157,250096,197722,249345,197397,1029.11,2471.05,0.00,69.16
420197,250273,197777,249381,197412,1145.80,2893.48,0.00,69.16
420237,250403,197836,249415,197427,1212.00,3284.38,0.00,69.16
420277,250541,197886,249451,197442,1282.50,3653.51,0.00,69.16
420317,250714,197946,249488,197457,1382.72,4028.98,0.00,69.16
420357,250896,198013,249528,197474,1486.48,4412.37,0.00,69.16
420397,251087,198082,249569,197491,1593.61,4804.79,0.00,69.16
420437,251247,198147,249612,197508,1665.92,5176.57,0.00,69.16
420477,250085,197680,249600,197503,478.72,4524.23,0.00,69.16
420517,248778,197148,249559,197486,-786.86,2989.89,0.00,69.16
420557,248505,197037,249561,197487,-1006.86,1586.43,0.00,69.16
420597,248711,197114,249588,197497,-760.81,660.49,0.00,69.16
420637,248928,197225,249617,197509,-516.62,115.09,0.00,69.16
420677,249127,197305,249642,197520,-301.75,-149.32,0.00,69.16
420717,249346,197401,249668,197529,-78.61,-182.35,0.00,69.16
420757,249458,197440,249687,197536,31.72,-120.50,0.00,69.16
420797,249373,197400,249696,197538,-50.61,-136.89,0.00,69.16
420837,249286,197371,249704,197541,-130.73,-214.10,0.00,69.16
420877,249322,197387,249718,197546,-90.00,-243.28,0.00,69.16
420917,249446,197448,249734,197553,32.30,-168.79,0.00,69.16
420957,249616,197509,249751,197560,192.19,18.72,0.00,69.16
420997,249787,197587,249769,197567,345.03,291.00,0.00,69.16
421037,249969,197660,249786,197574,500.67,633.34,0.00,69.16
421077,250137,197720,249802,197579,635.23,1014.86,0.00,69.16
421117,250278,197776,249816,197584,737.42,1401.82,0.00,69.16
421157,250405,197834,249828,197589,821.20,1778.42,0.00,69.16
421197,250521,197870,249838,197592,890.34,2135.01,0.00,69.16
421237,250660,197913,249848,197595,977.88,2490.31,0.00,69.16
421277,250833,197975,249860,197599,1093.33,2866.91,0.00,69.16
421317,251004,198037,249872,197603,1201.11,3254.42,0.00,69.16
421357,251214,198115,249884,197607,1340.55,3675.97,0.00,69.16
421397,251273,198131,249892,197609,1329.56,4004.43,0.00,69.16
421437,249831,197548,249835,197585,-106.81,3118.09,0.00,69.16
421477,248763,197103,249782,197562,-1116.08,1601.61,0.00,69.16
421517,248639,197057,249777,197558,-1178.08,338.83,0.00,69.16
421557,248841,197153,249790,197563,-927.28,-470.76,0.00,69.16
421597,249040,197248,249803,197568,-691.86,-930.10,0.00,69.16
421637,249219,197323,249815,197572,-487.22,-1133.85,0.00,69.16
421677,249446,197410,249828,197576,-247.20,-1104.85,0.00,69.16
421717,249490,197427,249834,197577,-193.05,-1038.31,0.00,69.16
421757,249385,197374,249831,197575,-283.14,-1057.16,0.00,69.16
421797,249292,197349,249827,197573,-357.33,-1131.59,0.00,69.16
421837,249369,197388,249831,197573,-266.31,-1118.32,0.00,69.16
421877,249487,197437,249837,197575,-140.89,-1007.37,0.00,69.16
421917,249667,197521,249846,197578,37.16,-776.17,0.00,69.16
421957,249874,197588,249856,197581,231.95,-435.38,0.00,69.16
421997,250083,197671,249868,197585,418.91,-13.18,0.00,69.16
422037,250259,197751,249880,197588,565.16,441.58,0.00,69.16
422077,250451,197811,249892,197592,719.30,928.71,0.00,69.16
422117,250660,197887,249908,197596,881.88,1448.46,0.00,69.16
422157,250788,197949,249923,197601,959.38,1926.27,0.00,69.16
422197,250976,198005,249941,197606,1090.00,2413.02,0.00,69.16
422237,251137,198075,249960,197613,1188.45,2881.18,0.00,69.16
422277,251298,198128,249979,197619,1281.98,3330.53,0.00,69.16
422317,251499,198218,249999,197626,1408.83,3791.49,0.00,69.16
422357,251244,198099,250000,197626,1096.14,3910.10,0.00,69.16
422397,249429,197381,249926,197596,-682.92,2581.74,0.00,69.16
422437,248698,197094,249881,197577,-1343.22,990.82,0.00,69.16
422477,248651,197104,249876,197577,-1320.70,-263.91,0.00,69.16
422517,248856,197183,249885,197582,-1059.92,-1059.06,0.00,69.16
422557,249090,197282,249895,197588,-784.62,-1474.95,0.00,69.16
422597,249371,197387,249908,197593,-478.44,-1562.71,0.00,69.16
422637,249591,197485,249923,197600,-245.52,-1446.58,0.00,69.16
422677,249551,197461,249927,197602,-271.23,-1374.25,0.00,69.16
422717,249413,197409,249924,197601,-388.77,-1410.41,0.00,69.16
422757,249406,197410,249925,197602,-375.98,-1429.12,0.00,69.16
422797,249538,197451,249935,197607,-231.78,-1328.72,0.00,69.16
422837,249766,197542,249951,197613,-3.59,-1065.85,0.00,69.16
422877,250014,197633,249972,197621,232.19,-666.93,0.00,69.16
422917,250283,197732,249997,197629,476.12,-152.64,0.00,69.16
422957,250554,197822,250024,197638,709.77,445.70,0.00,69.16
422997,250669,197872,250047,197646,783.53,983.38,983.38,69.16
423037,250737,197890,250066,197652,808.95,1433.87,0.00,69.16
423077,250891,197949,250084,197657,914.81,1878.94,0.00,69.16
423117,251061,198008,250100,197662,1030.58,2327.62,0.00,69.16
423157,251247,198077,250118,197667,1155.75,2786.69,0.00,69.16
423197,251512,198183,250140,197675,1349.72,3309.13,0.00,69.16
423237,251576,198190,250157,197679,1343.03,3721.73,0.00,69.16
423277,250038,197564,250107,197657,-185.22,2829.21,0.00,69.16
423317,249019,197136,250008,197613,-1144.00,1348.17,0.00,69.16
423357,249018,197124,249919,197574,-1087.75,208.33,0.00,69.16
423397,249313,197252,249914,197569,-753.11,-435.82,0.00,69.16
423437,249662,197400,249953,197581,-383.91,-655.78,0.00,69.16
423477,250013,197510,250007,197598,-31.27,-549.64,0.00,69.16
423517,250384,197643,250068,197616,322.75,-181.51,0.00,69.16
423557,250369,197634,250119,197630,292.36,88.68,0.00,69.16
423597,250077,197517,250148,197635,0.34,71.22,0.00,69.16
423637,249971,197484,250163,197635,-100.38,-23.33,0.00,69.16
423677,250092,197543,250184,197639,19.59,-2.99,-2.99,88.24
423717,250306,197644,250220,197648,221.91,175.14,0.00,88.24
423757,250577,197761,250267,197662,468.27,514.72,0.00,88.24
423797,250860,197870,250320,197679,713.70,982.74,0.00,88.24
423837,251076,197956,250372,197695,883.22,1492.77,0.00,88.24
423877,251278,198027,250423,197711,1030.95,2018.98,0.00,88.24
423917,251424,198089,250468,197725,1118.11,2509.67,0.00,88.24
423957,251539,198148,250508,197738,1171.45,2944.90,0.00,88.24
423997,251670,198196,250548,197751,1237.33,3345.78,0.00,88.24
424037,251793,198251,250590,197766,1292.31,3710.47,0.00,88.24
424077,251953,198310,250633,197780,1379.70,4072.14,0.00,88.24
424107,251190,198016,250638,197781,585.88,3726.41,0.00,88.24
424147,249298,197256,250560,197748,-1240.81,1988.48,0.00,88.24
424187,248822,197062,250452,197703,-1630.97,286.01,0.00,88.24
424227,248929,197122,250346,197660,-1447.77,-929.40,0.00,88.24
424267,249201,197238,250313,197647,-1116.98,-1637.11,0.00,88.24
424307,249424,197328,250329,197655,-849.28,-1989.11,0.00,88.24
424347,249664,197446,250355,197668,-578.81,-2054.34,0.00,88.24
424387,249803,197489,250375,197677,-417.83,-1977.74,0.00,88.24
424427,249649,197444,250374,197679,-543.23,-2016.78,0.00,88.24
424467,249490,197386,250353,197674,-667.12,-2147.12,0.00,88.24
424507,249499,197389,250318,197664,-625.22,-2217.87,0.00,88.24
424547,249623,197444,250288,197656,-476.16,-2155.22,0.00,88.24
424587,249798,197517,250277,197656,-286.09,-1953.05,0.00,88.24
424627,250029,197607,250279,197661,-52.34,-1604.32,0.00,88.24
424667,250246,197691,250285,197667,156.42,-1158.32,0.00,88.24
424707,250457,197787,250291,197673,349.05,-647.42,0.00,88.24
424747,250661,197854,250295,197676,525.39,-97.62,0.00,88.24
424787,250843,197931,250294,197679,672.02,459.52,0.00,88.24
424827,250965,197970,250289,197679,754.31,971.06,971.06,65.57
424867,251054,198006,250280,197679,801.14,1417.76,0.00,65.57
424907,251163,198058,250270,197677,864.64,1825.92,0.00,65.57
424947,251310,198109,250261,197676,961.06,2229.59,0.00,65.57
424987,251327,198117,250247,197673,929.16,2527.00,0.00,65.57
425027,249738,197488,250165,197642,-626.84,1520.12,0.00,65.57
425067,248603,197032,250031,197591,-1673.75,-122.90,0.00,65.57
425107,248423,196965,249920,197549,-1761.06,-1507.17,0.00,65.57
425147,248593,197041,249892,197540,-1511.52,-2414.95,0.00,65.57
425187,248778,197121,249890,197543,-1260.19,-2940.11,0.00,65.57
425227,248941,197191,249891,197545,-1042.33,-3185.95,0.00,65.57
425267,249149,197281,249889,197547,-792.61,-3182.85,0.00,65.57
