device_uptime_ms,breath_carrier_g,breath_baseline_g,breath_detrended_g,breath_filtered_g,slope_g,amplitude_threshold_g,last_peak_value_g,last_trough_value_g,dynamic_acc_norm_g,gyro_norm_dps,motion_level_code,reject_reason_code,has_peak,has_trough,accepted_cycle_count,peak_trough_balance,acc_raw_x,acc_raw_y,acc_raw_z,gyro_raw_x,gyro_raw_y,gyro_raw_z
159448,0.61523,0.64768,-0.03245,-0.01091,-0.00079,0.01693,0.00883,-0.00488,0.03205,26.76282,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1868,-12100,10080,2140,753,-2673
159468,0.65918,0.64775,0.01143,-0.00359,0.00018,0.01693,0.00883,-0.00513,0.00440,25.46474,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1768,-12096,10800,2042,750,-2529
159488,0.63843,0.64770,-0.00927,-0.00545,-0.00006,0.01693,0.00883,-0.00513,0.01678,26.23066,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1868,-12108,10460,1982,757,-2703
159508,0.64941,0.64771,0.00171,-0.00311,0.00023,0.01693,0.00883,-0.00513,0.00963,26.87355,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1812,-12116,10640,2065,809,-2734
159528,0.64062,0.64767,-0.00704,-0.00440,0.00005,0.01693,0.00883,-0.00513,0.01443,26.51003,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1816,-12136,10496,2099,785,-2653
159548,0.64087,0.64763,-0.00676,-0.00517,-0.00005,0.01693,0.00883,-0.00513,0.01139,26.86771,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1696,-12216,10500,2143,800,-2675
159568,0.65356,0.64766,0.00590,-0.00154,0.00039,0.01693,0.00883,-0.00513,0.00756,26.43668,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1768,-12108,10708,2149,817,-2590
159588,0.63940,0.64761,-0.00821,-0.00373,0.00008,0.01693,0.00883,-0.00513,0.01768,26.39167,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1832,-12080,10476,2119,787,-2616
159608,0.64233,0.64758,-0.00525,-0.00423,0.00001,0.01693,0.00883,-0.00513,0.02025,26.28464,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1844,-11980,10524,2103,775,-2614
159628,0.64771,0.64758,0.00012,-0.00280,0.00018,0.01693,0.00883,-0.00513,0.01035,26.50303,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1844,-12120,10612,2079,752,-2677
159648,0.64136,0.64754,-0.00619,-0.00391,0.00003,0.01693,0.00883,-0.00513,0.01764,26.67431,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1812,-12056,10508,2091,733,-2702
159668,0.63867,0.64749,-0.00882,-0.00552,-0.00017,0.01693,0.00883,-0.00513,0.01730,26.07115,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1684,-12120,10464,2047,743,-2631
159688,0.63989,0.64744,-0.00755,-0.00619,-0.00023,0.01693,0.00883,-0.00513,0.02078,26.03671,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1704,-12024,10484,2112,740,-2574
159708,0.64722,0.64744,-0.00023,-0.00424,0.00003,0.01693,0.00883,-0.00513,0.01265,26.50407,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1712,-12096,10604,2073,762,-2679
159728,0.64331,0.64742,-0.00411,-0.00420,0.00003,0.01693,0.00883,-0.00513,0.01342,26.19737,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1760,-12128,10540,2085,783,-2611
159748,0.63843,0.64736,-0.00894,-0.00575,-0.00016,0.01693,0.00883,-0.00513,0.01862,25.96741,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1840,-12072,10460,2096,754,-2571
159768,0.64136,0.64733,-0.00597,-0.00583,-0.00015,0.01693,0.00883,-0.00513,0.01602,25.86121,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1808,-12092,10508,2090,759,-2556
159788,0.63452,0.64725,-0.01273,-0.00809,-0.00040,0.01693,0.00883,-0.00513,0.01602,26.35864,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1756,-12196,10396,2109,768,-2624
159808,0.65112,0.64727,0.00385,-0.00418,0.00012,0.01693,0.00883,-0.00514,0.00926,26.15345,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1808,-12100,10668,2111,781,-2583
159828,0.64282,0.64725,-0.00443,-0.00426,0.00009,0.01693,0.00883,-0.00514,0.01122,26.45949,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1912,-12160,10532,2092,764,-2656
159848,0.64307,0.64722,-0.00416,-0.00423,0.00008,0.01693,0.00883,-0.00514,0.01583,26.14384,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1780,-12076,10536,2139,775,-2560
159868,0.64429,0.64721,-0.00292,-0.00380,0.00013,0.01693,0.00883,-0.00514,0.02166,26.54367,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1796,-11928,10556,2135,754,-2639
159888,0.64282,0.64718,-0.00436,-0.00399,0.00009,0.01693,0.00883,-0.00514,0.01507,26.58619,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1808,-12092,10532,2110,748,-2668
159908,0.64185,0.64715,-0.00530,-0.00442,0.00003,0.01693,0.00883,-0.00514,0.01739,26.46839,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1880,-12044,10516,2072,761,-2674
159928,0.64404,0.64713,-0.00309,-0.00398,0.00008,0.01693,0.00883,-0.00514,0.01480,25.62418,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1756,-12088,10552,2090,758,-2515
159948,0.63940,0.64708,-0.00768,-0.00520,-0.00008,0.01693,0.00883,-0.00514,0.02115,26.06239,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1780,-12012,10476,2108,746,-2580
159968,0.64478,0.64707,-0.00229,-0.00425,0.00004,0.01693,0.00883,-0.00514,0.01722,26.53342,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1732,-12028,10564,2080,728,-2688
159988,0.63965,0.64702,-0.00738,-0.00528,-0.00008,0.01693,0.00883,-0.00514,0.01720,26.22585,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1744,-12100,10480,2065,715,-2651
160008,0.63721,0.64697,-0.00976,-0.00675,-0.00025,0.01693,0.00883,-0.00514,0.01765,26.29394,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1804,-12116,10440,2112,766,-2611
160028,0.62915,0.64686,-0.01771,-0.01035,-0.00065,0.01693,0.00883,-0.00514,0.02348,26.63806,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1652,-12124,10308,2134,831,-2633
160048,0.65894,0.64693,0.01200,-0.00302,0.00030,0.01693,0.00883,-0.00556,0.00541,26.34592,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1604,-12100,10796,2083,800,-2633
160068,0.62964,0.64683,-0.01719,-0.00767,-0.00029,0.01693,0.00883,-0.00556,0.02444,26.64336,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1768,-12080,10316,2159,753,-2637
160088,0.64185,0.64680,-0.00495,-0.00678,-0.00015,0.01693,0.00883,-0.00556,0.01628,26.27157,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1804,-12080,10516,2140,725,-2596
160108,0.64404,0.64678,-0.00274,-0.00546,0.00003,0.01693,0.00883,-0.00569,0.01681,26.38932,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1728,-12048,10552,2114,799,-2616
160128,0.61157,0.64657,-0.03500,-0.01515,-0.00114,0.01693,0.00883,-0.00569,0.03267,26.28247,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1896,-12132,10020,2136,524,-2649
160148,0.68628,0.64681,0.03947,0.00276,0.00115,0.01693,0.00883,-0.00680,0.01613,25.75909,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1480,-12188,11244,1944,751,-2654
160168,0.61816,0.64664,-0.02847,-0.00748,-0.00022,0.01693,0.00883,-0.00680,0.03299,26.80866,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1812,-12048,10128,2128,970,-2620
160188,0.61768,0.64646,-0.02879,-0.01448,-0.00103,0.01693,0.00883,-0.00680,0.02587,27.12975,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1940,-12188,10120,2333,722,-2582
160208,0.65503,0.64651,0.00852,-0.00694,-0.00000,0.01693,0.00883,-0.00680,0.01668,26.74100,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1692,-11896,10732,2239,802,-2572
160228,0.64600,0.64651,-0.00052,-0.00484,0.00025,0.01693,0.00883,-0.00691,0.01532,25.95091,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1732,-12052,10584,1954,666,-2701
160248,0.64307,0.64649,-0.00342,-0.00437,0.00027,0.01693,0.00883,-0.00691,0.01591,25.82904,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1740,-12080,10536,2034,760,-2595
160268,0.65576,0.64655,0.00922,0.00008,0.00078,0.01693,0.00883,-0.00691,0.00411,25.66009,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1796,-12148,10744,2040,744,-2566
160288,0.63110,0.64645,-0.01535,-0.00498,0.00008,0.01693,0.00883,-0.00691,0.01665,27.08517,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1824,-12220,10340,2150,754,-2720
160308,0.63745,0.64640,-0.00895,-0.00628,-0.00009,0.01693,0.00883,-0.00691,0.01332,26.12611,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1900,-12192,10444,2181,782,-2519
160328,0.64429,0.64639,-0.00210,-0.00491,0.00009,0.01693,0.00883,-0.00691,0.01537,26.04084,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1756,-12072,10556,2181,735,-2518
160348,0.64307,0.64637,-0.00330,-0.00439,0.00014,0.01693,0.00883,-0.00691,0.01402,26.63819,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1776,-12116,10536,2150,765,-2640
160368,0.64551,0.64636,-0.00085,-0.00323,0.00026,0.01693,0.00883,-0.00691,0.01515,26.19422,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1724,-12064,10576,2109,746,-2602
160388,0.63794,0.64631,-0.00837,-0.00492,0.00003,0.01693,0.00883,-0.00691,0.01834,26.03016,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1740,-12100,10452,2126,720,-2567
160408,0.65381,0.64636,0.00745,-0.00086,0.00051,0.01693,0.00883,-0.00691,0.00735,26.05209,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1776,-12108,10712,2110,765,-2571
160428,0.64209,0.64633,-0.00424,-0.00197,0.00032,0.01693,0.00883,-0.00691,0.01657,26.52575,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1708,-12084,10520,2104,753,-2661
160448,0.63892,0.64629,-0.00737,-0.00374,0.00007,0.01693,0.00883,-0.00691,0.01291,26.77121,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1928,-12176,10468,2200,965,-2555
160468,0.63501,0.64622,-0.01121,-0.00619,-0.00024,0.01693,0.00883,-0.00691,0.01721,25.87566,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1780,-12160,10404,2060,639,-2615
160488,0.63330,0.64614,-0.01284,-0.00838,-0.00047,0.01693,0.00883,-0.00691,0.02113,26.75834,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1688,-12112,10376,2220,810,-2589
160508,0.65186,0.64618,0.00568,-0.00377,0.00014,0.01693,0.00883,-0.00691,0.01367,25.57475,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1756,-12000,10680,2032,693,-2572
160528,0.63281,0.64610,-0.01328,-0.00689,-0.00025,0.01693,0.00883,-0.00691,0.02091,25.80567,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1796,-12108,10368,2082,762,-2552
160548,0.63745,0.64604,-0.00859,-0.00745,-0.00029,0.01693,0.00883,-0.00691,0.01613,26.12375,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1760,-12152,10444,2126,766,-2570
160568,0.63745,0.64599,-0.00854,-0.00781,-0.00030,0.01693,0.00883,-0.00691,0.01883,26.79289,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1768,-12092,10444,2182,836,-2619
160588,0.64600,0.64599,0.00000,-0.00525,0.00005,0.01693,0.00883,-0.00691,0.01086,26.59415,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1716,-12152,10584,2193,835,-2575
160608,0.64380,0.64598,-0.00218,-0.00425,0.00016,0.01693,0.00883,-0.00691,0.01413,26.36574,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1744,-12108,10548,2188,831,-2540
160628,0.64185,0.64595,-0.00411,-0.00420,0.00015,0.01693,0.00883,-0.00691,0.01502,26.86629,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1800,-12108,10516,2197,792,-2633
160648,0.64575,0.64595,-0.00020,-0.00289,0.00029,0.01693,0.00883,-0.00691,0.01125,26.46520,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1680,-12152,10580,2193,788,-2567
160668,0.63525,0.64589,-0.01064,-0.00543,-0.00005,0.01693,0.00883,-0.00691,0.02514,26.43456,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1752,-11988,10408,2207,743,-2563
160688,0.64355,0.64588,-0.00232,-0.00441,0.00008,0.01693,0.00883,-0.00691,0.01384,26.50274,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1700,-12124,10544,2196,748,-2583
160708,0.64453,0.64587,-0.00134,-0.00341,0.00019,0.01693,0.00883,-0.00691,0.00904,26.68127,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1776,-12204,10560,2201,745,-2611
160728,0.63525,0.64580,-0.01055,-0.00575,-0.00012,0.01693,0.00883,-0.00691,0.01648,26.82419,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1888,-12156,10408,2200,755,-2634
160748,0.64185,0.64578,-0.00393,-0.00516,-0.00003,0.01693,0.00883,-0.00691,0.01399,26.70846,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1844,-12124,10516,2242,744,-2581
160768,0.64160,0.64575,-0.00415,-0.00483,0.00001,0.01693,0.00883,-0.00691,0.01972,27.01788,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1832,-12004,10512,2250,778,-2619
160788,0.63794,0.64571,-0.00777,-0.00580,-0.00011,0.01693,0.00883,-0.00691,0.01925,26.69728,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1740,-12080,10452,2249,754,-2570
160808,0.64868,0.64573,0.00296,-0.00293,0.00025,0.01693,0.00883,-0.00691,0.01043,26.66066,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1764,-12116,10628,2226,759,-2582
160828,0.65503,0.64578,0.00925,0.00106,0.00070,0.01693,0.00883,-0.00691,0.00782,26.71709,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1692,-12092,10732,2238,744,-2586
160848,0.64478,0.64578,-0.00100,0.00039,0.00054,0.01693,0.00883,-0.00691,0.01803,26.82596,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1720,-12012,10564,2255,739,-2592
160868,0.64282,0.64576,-0.00294,-0.00070,0.00034,0.01693,0.00883,-0.00691,0.02196,27.33775,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1732,-11952,10532,2256,733,-2683
160888,0.64844,0.64577,0.00266,0.00040,0.00043,0.01693,0.00883,-0.00691,0.01426,27.11564,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1788,-12032,10624,2271,730,-2632
160908,0.64136,0.64575,-0.00439,-0.00117,0.00019,0.01693,0.00883,-0.00691,0.02000,27.61881,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1760,-12012,10508,2318,735,-2679
160928,0.64771,0.64576,0.00195,-0.00015,0.00029,0.01693,0.00883,-0.00691,0.01516,27.11580,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1668,-12040,10612,2295,716,-2615
160948,0.65112,0.64579,0.00533,0.00165,0.00047,0.01693,0.00883,-0.00691,0.01483,27.20196,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1764,-11984,10668,2294,713,-2632
160968,0.64624,0.64579,0.00045,0.00126,0.00037,0.01693,0.00883,-0.00691,0.01581,27.17613,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1744,-12036,10588,2290,738,-2624
160988,0.64478,0.64579,-0.00101,0.00051,0.00023,0.01693,0.00883,-0.00691,0.01717,27.03335,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1820,-12016,10564,2282,715,-2612
161008,0.65063,0.64582,0.00482,0.00192,0.00038,0.01693,0.00883,-0.00691,0.01089,26.65454,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1776,-12076,10660,2272,730,-2549
161028,0.65186,0.64585,0.00600,0.00326,0.00049,0.01693,0.00883,-0.00691,0.01149,26.64549,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1784,-12044,10680,2202,734,-2607
161048,0.64478,0.64585,-0.00107,0.00184,0.00026,0.01693,0.00883,-0.00691,0.01818,27.19012,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1752,-12004,10564,2263,730,-2652
161068,0.63281,0.64577,-0.01296,-0.00301,-0.00035,0.01693,0.00883,-0.00691,0.02471,27.33236,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1752,-12032,10368,2307,701,-2647
161088,0.65942,0.64585,0.01357,0.00243,0.00034,0.01693,0.00883,-0.00691,0.00737,27.14860,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1704,-12036,10804,2276,739,-2631
161108,0.65112,0.64588,0.00524,0.00335,0.00041,0.01693,0.00883,-0.00691,0.00901,26.58312,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1680,-12124,10668,2257,707,-2556
161128,0.64502,0.64588,-0.00086,0.00197,0.00020,0.01693,0.00883,-0.00691,0.01995,27.11953,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1816,-11952,10568,2300,742,-2604
161148,0.64355,0.64586,-0.00231,0.00057,0.00001,0.01693,0.00883,-0.00691,0.01720,26.95359,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1904,-12020,10544,2282,790,-2576
161168,0.66162,0.64596,0.01566,0.00552,0.00060,0.01693,0.00883,-0.00691,0.00451,26.26802,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1780,-12056,10840,2194,681,-2562
161188,0.64380,0.64594,-0.00215,0.00301,0.00023,0.01693,0.00883,-0.00691,0.02027,26.92784,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1860,-11956,10548,2252,870,-2572
161208,0.64551,0.64594,-0.00043,0.00188,0.00006,0.01693,0.00883,-0.00691,0.02017,26.62579,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1764,-11948,10576,2141,685,-2667
161228,0.64258,0.64592,-0.00334,0.00017,-0.00015,0.01693,0.00142,-0.00691,0.02269,26.81377,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1912,-11912,10528,2305,716,-2552
161248,0.63867,0.64588,-0.00721,-0.00225,-0.00042,0.01693,0.00142,-0.00691,0.03298,26.73896,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1716,-11772,10464,2310,757,-2522
161268,0.66699,0.64600,0.02099,0.00537,0.00054,0.01693,0.00142,-0.00691,0.00381,25.91542,0.00000,5.00000,1.00000,1.00000,13.00000,4294967040.00000,1832,-11984,10928,2109,641,-2582
161288,0.63647,0.64595,-0.00947,0.00050,-0.00011,0.01693,0.00142,-0.00691,0.01731,26.55999,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1788,-12136,10428,2249,642,-2576
161308,0.64746,0.64596,0.00150,0.00083,-0.00005,0.01693,0.00142,-0.00691,0.00657,27.92873,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1832,-12208,10608,2421,759,-2636
161328,0.65503,0.64601,0.00902,0.00352,0.00027,0.01693,0.00142,-0.00691,0.01408,27.44072,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1864,-11928,10732,2391,675,-2598
161348,0.64771,0.64602,0.00168,0.00292,0.00017,0.01693,0.00142,-0.00691,0.01975,27.28873,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1876,-11908,10612,2391,684,-2568
161368,0.64917,0.64604,0.00313,0.00299,0.00016,0.01693,0.00142,-0.00691,0.01850,27.29444,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1840,-11920,10636,2369,670,-2593
161388,0.65112,0.64607,0.00505,0.00367,0.00022,0.01693,0.00142,-0.00691,0.01916,27.00999,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1844,-11876,10668,2335,706,-2563
161408,0.65894,0.64615,0.01279,0.00666,0.00055,0.01693,0.00142,-0.00691,0.01493,26.61824,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1808,-11860,10796,2303,707,-2521
161428,0.65161,0.64618,0.00543,0.00626,0.00044,0.01693,0.00142,-0.00691,0.01799,26.93299,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1836,-11896,10676,2281,733,-2590
161448,0.65527,0.64623,0.00904,0.00717,0.00050,0.01693,0.00142,-0.00691,0.01568,27.02896,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1792,-11900,10736,2281,708,-2614
161468,0.66064,0.64632,0.01432,0.00952,0.00072,0.01693,0.00142,-0.00691,0.01009,26.55927,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1796,-11944,10824,2228,711,-2576
161488,0.64355,0.64630,-0.00275,0.00550,0.00015,0.01693,0.00142,-0.00691,0.01723,27.08850,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1848,-12028,10544,2277,730,-2622
161508,0.67090,0.64645,0.02445,0.01172,0.00088,0.01693,0.00142,-0.00691,0.00170,26.03027,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1756,-11984,10992,2148,686,-2558
161528,0.65186,0.64648,0.00537,0.00964,0.00052,0.01693,0.00142,-0.00691,0.01949,26.76632,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1856,-11856,10680,2264,716,-2580
161548,0.65820,0.64655,0.01165,0.01030,0.00054,0.01693,0.00142,-0.00691,0.01185,26.93248,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1804,-11940,10784,2268,667,-2619
161568,0.66479,0.64666,0.01813,0.01288,0.00078,0.01693,0.00142,-0.00691,0.01090,26.47120,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1848,-11856,10892,2224,654,-2579
161588,0.65405,0.64671,0.00734,0.01107,0.00047,0.01693,0.00142,-0.00691,0.01750,26.34413,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1776,-11880,10716,2230,704,-2538
161608,0.66113,0.64679,0.01434,0.01215,0.00055,0.01693,0.00142,-0.00691,0.01637,27.07310,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1720,-11808,10832,2294,742,-2601
161628,0.65381,0.64684,0.00697,0.01045,0.00028,0.01693,0.00142,-0.00691,0.01512,27.28508,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1668,-11952,10712,2288,790,-2630
161648,0.65137,0.64686,0.00450,0.00851,0.00001,0.01693,0.00142,-0.00691,0.01750,27.15104,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1852,-11908,10672,2269,772,-2628
161668,0.65210,0.64689,0.00520,0.00743,-0.00012,0.01693,0.00843,-0.00691,0.01934,27.04828,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1880,-11852,10684,2292,757,-2594
161688,0.65576,0.64695,0.00881,0.00789,-0.00005,0.01693,0.00843,-0.00691,0.02019,26.30938,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1872,-11780,10744,2256,751,-2495
161708,0.65234,0.64698,0.00536,0.00706,-0.00014,0.01693,0.00843,-0.00691,0.01843,26.58844,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1780,-11884,10688,2256,710,-2557
161728,0.66162,0.64707,0.01455,0.00952,0.00017,0.01693,0.00843,-0.00691,0.00683,26.61212,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1728,-12012,10840,2204,688,-2612
161748,0.65088,0.64709,0.00379,0.00765,-0.00008,0.01693,0.00843,-0.00691,0.01674,26.62032,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1928,-11920,10664,2186,705,-2624
161768,0.65405,0.64713,0.00692,0.00741,-0.00010,0.01693,0.00843,-0.00691,0.01567,27.01620,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1780,-11920,10716,2234,723,-2648
161788,0.65405,0.64717,0.00688,0.00724,-0.00010,0.01693,0.00843,-0.00691,0.01872,26.32538,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1728,-11860,10716,2173,721,-2579
161808,0.65649,0.64723,0.00926,0.00791,-0.00001,0.01693,0.00843,-0.00691,0.01170,26.16982,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1808,-11968,10756,2182,728,-2542
161828,0.66382,0.64733,0.01649,0.01073,0.00033,0.01693,0.00843,-0.00691,0.01350,26.31466,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1772,-11824,10876,2194,729,-2557
161848,0.65771,0.64739,0.01032,0.01060,0.00027,0.01693,0.00843,-0.00691,0.01712,26.23698,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1736,-11840,10776,2186,726,-2551
161868,0.65601,0.64744,0.00856,0.00994,0.00016,0.01693,0.00843,-0.00691,0.01752,26.17040,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1820,-11844,10748,2158,712,-2567
161888,0.66284,0.64754,0.01531,0.01170,0.00035,0.01693,0.00843,-0.00691,0.01078,26.76932,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1848,-11888,10860,2204,701,-2636
161908,0.65405,0.64757,0.00648,0.00999,0.00011,0.01693,0.00843,-0.00691,0.01834,26.28032,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1812,-11856,10716,2165,724,-2577
161928,0.65723,0.64763,0.00959,0.00987,0.00008,0.01693,0.00843,-0.00691,0.01695,26.90346,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1836,-11836,10768,2218,711,-2645
161948,0.65625,0.64768,0.00857,0.00944,0.00002,0.01693,0.00843,-0.00691,0.01878,26.70967,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1796,-11816,10752,2184,735,-2633
161968,0.65552,0.64773,0.00779,0.00890,-0.00005,0.01693,0.00931,-0.00691,0.02205,26.72116,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1808,-11752,10740,2219,730,-2607
161988,0.66187,0.64782,0.01405,0.01060,0.00016,0.01693,0.00931,-0.00691,0.01699,26.40125,0.00000,3.00000,1.00000,1.00000,13.00000,4294967040.00000,1820,-11768,10844,2164,731,-2597
