device_uptime_ms,raw_ir,raw_red,avg_ir,avg_red,detrended_ir,filtered_ir,beat_marker,bpm,contact_present,detector_filtered_ir,signal_amplitude
411860,252794,208567,252935,208543,-33.41,-856.35,0.00,69.77,1,-108.17,130.47
411900,252825,208572,252934,208546,-1.97,-673.15,0.00,69.77,1,-106.73,130.47
411940,252866,208576,252931,208548,32.00,-440.58,0.00,69.77,1,-100.87,130.47
411980,252915,208573,252931,208550,66.42,-168.30,0.00,69.77,1,-89.62,130.47
412020,252943,208590,252931,208553,77.42,73.12,0.00,69.77,1,-73.67,130.47
412060,252965,208592,252931,208555,81.53,272.28,0.00,69.77,1,-54.78,130.47
412100,252994,208595,252932,208557,90.64,451.67,0.00,69.77,1,-34.45,130.47
412140,253022,208601,252934,208560,97.28,609.12,0.00,69.77,1,-14.18,130.47
412180,253053,208613,252934,208562,105.19,752.81,0.00,69.77,1,5.87,130.47
412220,253051,208610,252934,208564,84.61,810.56,0.00,69.77,1,24.47,130.47
412260,253058,208613,252932,208567,75.12,830.57,0.00,69.77,1,40.80,130.47
412300,253030,208607,252928,208568,38.64,749.85,0.00,69.77,1,52.86,130.47
412340,253044,208612,252926,208570,43.17,698.86,0.00,69.77,1,60.83,130.47
412380,252987,208600,252921,208571,-11.34,515.16,0.00,69.77,1,63.31,130.47
412420,252864,208580,252912,208572,-110.16,111.01,1000.00,69.57,1,56.24,171.48
412460,252679,208558,252895,208571,-242.03,-552.37,0.00,69.57,1,35.56,171.48
412500,252583,208536,252877,208570,-277.19,-1162.62,0.00,69.57,1,0.37,171.48
412540,252565,208546,252863,208571,-242.05,-1545.85,0.00,69.57,1,-43.66,171.48
412580,252595,208549,252854,208572,-173.88,-1664.79,0.00,69.57,1,-87.38,171.48
412620,252650,208568,252852,208574,-97.48,-1555.90,0.00,69.57,1,-120.31,171.48
412660,252690,208581,252851,208577,-47.14,-1338.05,0.00,69.57,1,-138.99,171.48
412700,252725,208590,252850,208579,-9.95,-1069.96,0.00,69.57,1,-144.45,171.48
412740,252752,208588,252848,208581,13.98,-797.65,0.00,69.57,1,-140.00,171.48
412780,252790,208592,252849,208582,42.62,-509.63,0.00,69.57,1,-128.82,171.48
412820,252791,208586,252849,208583,35.77,-303.09,0.00,69.57,1,-114.36,171.48
412860,252817,208598,252850,208585,50.64,-102.72,0.00,69.57,1,-97.99,171.48
412900,252837,208600,252850,208586,57.92,72.79,0.00,69.57,1,-80.71,171.48
412940,252884,208604,252851,208587,86.03,283.90,0.00,69.57,1,-62.62,171.48
412980,252897,208609,252850,208588,81.20,435.82,0.00,69.57,1,-43.68,171.48
413020,252902,208606,252849,208589,70.69,526.55,0.00,69.57,1,-25.25,171.48
413060,252909,208606,252846,208589,63.70,578.89,0.00,69.57,1,-8.00,171.48
413100,252931,208618,252844,208590,70.28,637.07,0.00,69.57,1,7.08,171.48
413140,252945,208615,252841,208591,69.11,679.37,0.00,69.57,1,20.34,171.48
413180,252909,208592,252835,208590,27.16,601.60,0.00,69.57,1,30.33,171.48
413220,252930,208596,252830,208590,39.48,573.49,0.00,69.57,1,38.31,171.48
413260,252849,208576,252822,208588,-34.05,357.44,0.00,69.57,1,40.38,171.48
413300,252675,208559,252808,208586,-170.59,-171.57,1000.00,69.97,1,30.18,184.83
413340,252498,208519,252786,208582,-285.03,-886.31,0.00,69.97,1,5.04,184.83
413380,252438,208516,252764,208579,-282.92,-1438.23,0.00,69.97,1,-34.37,184.83
413420,252433,208517,252746,208577,-236.09,-1745.11,0.00,69.97,1,-80.83,184.83
413460,252475,208531,252738,208575,-159.16,-1781.36,0.00,69.97,1,-122.99,184.83
413500,252525,208534,252736,208575,-89.52,-1625.78,0.00,69.97,1,-151.91,184.83
413540,252545,208549,252735,208575,-57.00,-1418.59,0.00,69.97,1,-167.11,184.83
413580,252550,208547,252733,208575,-42.64,-1219.07,0.00,69.97,1,-171.32,184.83
413620,252582,208559,252731,208575,-8.72,-973.89,0.00,69.97,1,-167.61,184.83
413660,252629,208560,252728,208574,31.39,-676.76,0.00,69.97,1,-158.08,184.83
413700,252681,208566,252726,208573,68.38,-347.37,0.00,69.97,1,-142.99,184.83
413740,252730,208572,252726,208573,96.25,-16.85,0.00,69.97,1,-122.10,184.83
413780,252795,208579,252726,208572,132.22,335.92,0.00,69.97,1,-95.76,184.83
413820,252876,208597,252729,208573,174.84,723.60,0.00,69.97,1,-64.28,184.83
413860,252946,208610,252734,208573,200.77,1094.43,0.00,69.97,1,-28.64,184.83
413900,252984,208607,252740,208573,195.78,1370.52,0.00,69.97,1,9.18,184.83
413940,253042,208616,252747,208574,208.09,1618.37,0.00,69.97,1,47.80,184.83
413980,253067,208613,252753,208574,191.14,1766.94,0.00,69.97,1,84.15,184.83
414020,253048,208600,252759,208574,141.16,1750.87,0.00,69.97,1,114.59,184.83
414060,253102,208611,252767,208574,160.03,1788.16,0.00,69.97,1,140.79,184.83
414100,253023,208588,252771,208573,66.45,1570.20,0.00,69.97,1,157.73,184.83
414140,252880,208566,252768,208571,-62.77,1059.05,0.00,69.97,1,160.51,184.83
414180,252735,208537,252761,208569,-170.38,376.27,1000.00,69.57,1,147.33,331.83
414220,252676,208514,252751,208565,-188.09,-203.07,0.00,69.57,1,117.63,331.83
414260,252674,208531,252744,208563,-155.88,-569.91,0.00,69.57,1,79.08,331.83
414300,252725,208532,252746,208562,-86.00,-671.57,0.00,69.57,1,42.44,331.83
414340,252800,208547,252758,208563,-9.02,-547.62,0.00,69.57,1,16.88,331.83
414380,252823,208555,252773,208565,11.47,-396.87,0.00,69.57,1,3.44,331.83
414420,252847,208564,252790,208567,29.08,-232.79,0.00,69.57,1,0.42,331.83
414460,252860,208558,252805,208568,34.50,-90.50,0.00,69.57,1,3.72,331.83
414500,252902,208573,252820,208570,62.73,95.03,0.00,69.57,1,10.38,331.83
414540,252925,208568,252836,208570,70.30,259.71,0.00,69.57,1,19.47,331.83
414580,252982,208571,252853,208571,104.39,478.16,0.00,69.57,1,31.64,331.83
414620,253003,208584,252870,208572,102.81,644.39,0.00,69.57,1,46.29,331.83
414660,253028,208591,252886,208574,104.81,779.33,0.00,69.57,1,61.89,331.83
414700,253055,208569,252901,208574,108.09,893.25,0.00,69.57,1,78.15,331.83
414740,253108,208590,252916,208574,132.09,1045.46,0.00,69.57,1,94.50,331.83
414780,253140,208586,252930,208575,134.56,1170.70,0.00,69.57,1,111.15,331.83
414820,253137,208599,252940,208575,107.88,1197.94,0.00,69.57,1,126.62,331.83
414860,253143,208599,252948,208574,93.38,1180.90,0.00,69.57,1,140.12,331.83
414900,253159,208612,252955,208574,89.69,1157.88,0.00,69.57,1,150.39,331.83
414940,253166,208609,252960,208574,79.28,1112.45,0.00,69.57,1,157.05,331.83
414980,253170,208607,252964,208574,68.30,1048.01,0.00,69.57,1,161.18,331.83
415020,253107,208585,252966,208573,4.34,828.92,1000.00,68.77,1,160.48,160.76
415060,252974,208563,252961,208571,-105.50,368.04,0.00,68.77,1,149.99,160.76
415100,252870,208537,252955,208569,-171.80,-166.48,0.00,68.77,1,127.66,160.76
415140,252834,208536,252953,208568,-170.39,-579.68,0.00,68.77,1,95.06,160.76
415180,252815,208539,252956,208568,-155.30,-862.14,0.00,68.77,1,57.02,160.76
415220,252868,208561,252964,208570,-83.89,-893.94,0.00,68.77,1,23.10,160.76
415260,252940,208575,252975,208572,-9.75,-723.01,0.00,68.77,1,0.09,160.76
415300,252991,208567,252985,208573,33.83,-474.64,0.00,68.77,1,-10.78,160.76
415340,253008,208577,252994,208575,41.67,-260.21,0.00,68.77,1,-10.83,160.76
415380,253021,208565,253002,208575,44.83,-84.62,0.00,68.77,1,-4.38,160.76
415420,253056,208592,253010,208576,65.45,106.80,0.00,68.77,1,5.35,160.76
415460,253071,208602,253018,208578,65.97,257.46,0.00,68.77,1,15.93,160.76
415500,253090,208624,253026,208580,69.67,384.75,0.00,68.77,1,27.07,160.76
415540,253120,208621,253034,208582,81.73,515.88,0.00,68.77,1,39.18,160.76
415580,253108,208631,253039,208584,57.19,553.37,0.00,68.77,1,49.91,160.76
415620,253153,208635,253045,208586,83.80,652.85,0.00,68.77,1,60.68,160.76
415660,253212,208646,253052,208589,117.09,818.35,0.00,68.77,1,72.98,160.76
415700,253272,208662,253061,208592,145.22,1021.69,0.00,68.77,1,87.50,160.76
415740,253290,208659,253068,208595,133.84,1150.27,0.00,68.77,1,104.73,160.76
415780,253304,208683,253075,208599,121.23,1217.27,0.00,68.77,1,122.47,160.76
415820,253284,208671,253081,208602,83.02,1168.63,0.00,68.77,1,137.07,160.76
415860,253270,208664,253086,208604,56.59,1060.94,0.00,68.77,1,146.03,160.76
415900,253222,208645,253088,208606,7.05,846.14,0.00,68.77,1,147.87,160.76
415930,253056,208613,253084,208606,-130.34,315.88,1000.00,68.57,1,136.86,158.70
415970,252818,208591,253070,208605,-302.05,-551.02,0.00,68.57,1,107.29,158.70
416010,252673,208579,253052,208605,-366.58,-1397.56,0.00,68.57,1,58.73,158.70
416050,252624,208573,253038,208605,-340.78,-1989.76,0.00,68.57,1,-3.51,158.70
416090,252635,208575,253029,208607,-270.42,-2265.93,0.00,68.57,1,-67.85,158.70
416130,252680,208586,253023,208609,-184.84,-2255.41,0.00,68.57,1,-121.12,158.70
416170,252732,208599,253019,208611,-108.94,-2046.81,0.00,68.57,1,-157.12,158.70
416210,252766,208599,253015,208613,-61.45,-1758.75,0.00,68.57,1,-176.14,158.70
416250,252754,208598,253008,208614,-60.23,-1530.85,0.00,68.57,1,-183.02,158.70
416290,252766,208608,252999,208615,-39.55,-1298.46,0.00,68.57,1,-182.02,158.70
416330,252798,208610,252991,208617,-6.19,-1029.14,0.00,68.57,1,-175.91,158.70
416370,252838,208622,252983,208619,27.72,-729.55,0.00,68.57,1,-165.79,158.70
416410,252892,208618,252977,208620,67.02,-392.13,0.00,68.57,1,-150.05,158.70
416450,252928,208627,252971,208621,84.47,-82.86,0.00,68.57,1,-129.31,158.70
416490,252963,208646,252966,208622,97.97,194.01,0.00,68.57,1,-104.97,158.70
416530,252982,208655,252960,208623,95.92,404.56,0.00,68.57,1,-79.14,158.70
416570,253012,208660,252956,208624,103.25,588.14,0.00,68.57,1,-53.54,158.70
416610,253017,208655,252951,208625,88.77,693.09,0.00,68.57,1,-29.78,158.70
416650,253042,208665,252944,208626,93.28,786.87,0.00,68.57,1,-8.15,158.70
416690,253045,208667,252935,208626,78.95,822.20,0.00,68.57,1,10.89,158.70
416730,252992,208653,252923,208626,21.28,697.49,0.00,68.57,1,24.27,158.70
416770,252989,208651,252911,208625,14.98,583.60,0.00,68.57,1,32.86,158.70
416810,252902,208639,252895,208623,-59.05,299.33,0.00,68.57,1,33.07,158.70
416850,252754,208609,252875,208621,-169.78,-214.75,1000.00,67.61,1,20.70,216.09
416890,252627,208589,252851,208619,-243.36,-809.97,0.00,67.61,1,-4.04,216.09
416930,252590,208594,252832,208618,-229.89,-1238.69,0.00,67.61,1,-39.16,216.09
416970,252589,208598,252823,208619,-189.33,-1466.00,0.00,67.61,1,-78.05,216.09
417010,252610,208594,252821,208619,-138.03,-1507.89,0.00,67.61,1,-112.22,216.09
417050,252676,208609,252823,208621,-59.06,-1332.08,0.00,67.61,1,-134.36,216.09
417090,252723,208614,252826,208622,-9.89,-1065.13,0.00,67.61,1,-143.62,216.09
417130,252741,208620,252829,208623,6.66,-813.23,0.00,67.61,1,-142.24,216.09
417170,252755,208613,252830,208624,16.94,-589.60,0.00,67.61,1,-133.15,216.09
417210,252804,208623,252831,208625,54.06,-317.17,0.00,67.61,1,-119.08,216.09
417250,252833,208621,252834,208626,68.11,-67.58,0.00,67.61,1,-102.19,216.09
417290,252888,208623,252839,208627,100.95,213.80,0.00,67.61,1,-81.90,216.09
417330,252937,208628,252845,208627,122.97,491.40,0.00,67.61,1,-57.87,216.09
417370,253006,208634,252851,208628,157.42,798.89,0.00,67.61,1,-30.55,216.09
417410,253057,208638,252858,208629,170.91,1074.33,0.00,67.61,1,-0.22,216.09
417450,253105,208647,252865,208629,179.50,1311.85,0.00,67.61,1,31.64,216.09
417490,253147,208648,252872,208629,181.62,1502.74,0.00,67.61,1,63.92,216.09
417530,253169,208651,252880,208629,166.97,1612.93,0.00,67.61,1,94.09,216.09
417570,253134,208637,252885,208628,108.22,1543.78,0.00,67.61,1,118.69,216.09
417610,253173,208639,252891,208628,120.72,1522.85,0.00,67.61,1,138.35,216.09
417650,253103,208619,252893,208626,41.59,1297.63,0.00,67.61,1,149.37,216.09
417690,252987,208593,252891,208623,-61.02,851.07,1000.00,68.38,1,148.00,292.99
417730,252821,208571,252884,208620,-186.16,172.38,0.00,68.38,1,131.88,292.99
417770,252782,208585,252876,208617,-184.62,-352.95,0.00,68.38,1,101.62,292.99
417810,252772,208574,252871,208614,-159.59,-696.63,0.00,68.38,1,63.63,292.99
417850,252793,208576,252872,208613,-113.64,-843.38,0.00,68.38,1,26.03,292.99
417890,252876,208594,252882,208613,-25.12,-724.17,0.00,68.38,1,-0.44,292.99
417930,252896,208587,252895,208613,-4.20,-575.95,0.00,68.38,1,-15.68,292.99
417970,252913,208589,252908,208613,10.50,-421.52,0.00,68.38,1,-21.12,292.99
418010,252891,208584,252919,208612,-9.44,-353.70,0.00,68.38,1,-20.86,292.99
418050,252896,208582,252928,208611,-3.64,-285.50,0.00,68.38,1,-19.53,292.99
418090,252922,208576,252936,208610,18.33,-174.30,0.00,68.38,1,-17.18,292.99
418130,252974,208587,252945,208608,57.67,16.30,0.00,68.38,1,-12.63,292.99
418170,253014,208594,252955,208608,80.09,224.16,0.00,68.38,1,-3.92,292.99
418210,253060,208609,252965,208607,103.39,447.80,0.00,68.38,1,9.50,292.99
418250,253089,208610,252976,208607,108.56,635.89,0.00,68.38,1,26.39,292.99
418290,253155,208621,252986,208606,143.14,873.88,0.00,68.38,1,46.25,292.99
418330,253167,208628,252996,208606,127.22,1017.49,0.00,68.38,1,66.90,292.99
418370,253198,208629,253003,208606,129.73,1136.14,0.00,68.38,1,87.23,292.99
418410,253198,208636,253009,208606,106.38,1167.02,0.00,68.38,1,105.82,292.99
418450,253173,208623,253012,208605,66.73,1086.45,0.00,68.38,1,119.07,292.99
418490,253208,208630,253014,208604,83.42,1067.67,0.00,68.38,1,129.05,292.99
418530,253132,208618,253013,208603,6.08,848.83,0.00,68.38,1,131.99,292.99
418570,253022,208598,253008,208602,-85.22,437.11,1000.00,67.61,1,125.02,153.11
418610,252885,208576,252997,208599,-182.22,-140.11,0.00,67.61,1,106.04,153.11
418650,252820,208571,252985,208597,-202.72,-644.47,0.00,67.61,1,74.13,153.11
418690,252812,208571,252978,208596,-172.80,-958.87,0.00,67.61,1,35.74,153.11
418730,252850,208583,252979,208597,-110.53,-1039.72,0.00,67.61,1,-0.86,153.11
418770,252895,208593,252984,208597,-53.73,-952.84,0.00,67.61,1,-28.04,153.11
418810,252926,208606,252990,208598,-18.64,-792.43,0.00,67.61,1,-43.75,153.11
418850,252951,208610,252996,208600,5.22,-604.31,0.00,67.61,1,-49.22,153.11
418890,252948,208619,252999,208601,1.81,-466.58,0.00,67.61,1,-48.58,153.11
418930,252957,208618,253002,208602,8.86,-340.54,0.00,67.61,1,-44.83,153.11
418970,252981,208633,253004,208604,26.94,-194.51,0.00,67.61,1,-39.08,153.11
419010,253024,208632,253010,208606,57.34,-0.33,0.00,67.61,1,-31.15,153.11
419050,253053,208640,253016,208608,70.80,186.65,0.00,67.61,1,-20.38,153.11
419090,253058,208646,253022,208611,62.16,309.68,0.00,67.61,1,-7.77,153.11
419130,253113,208651,253027,208613,96.06,495.15,0.00,67.61,1,7.31,153.11
419170,253126,208658,253032,208616,89.44,622.33,0.00,67.61,1,22.81,153.11
419210,253169,208659,253036,208618,108.59,772.11,0.00,67.61,1,38.98,153.11
419250,253158,208656,253039,208620,80.03,813.53,0.00,67.61,1,54.75,153.11
419290,253162,208666,253039,208622,68.91,816.46,0.00,67.61,1,67.89,153.11
419330,253174,208691,253039,208624,66.34,811.99,0.00,67.61,1,78.81,153.11
419370,253147,208679,253037,208626,32.27,718.53,0.00,67.61,1,85.01,153.11
419410,253175,208692,253036,208628,49.42,690.93,0.00,67.61,1,89.16,153.11
419450,253076,208667,253032,208630,-40.66,431.59,1000.00,68.38,1,87.45,138.38
419490,252939,208617,253022,208630,-145.67,-47.93,0.00,68.38,1,75.17,138.38
419530,252772,208596,253007,208629,-256.39,-714.26,0.00,68.38,1,49.30,138.38
419570,252689,208584,252994,208628,-278.30,-1291.82,0.00,68.38,1,8.96,138.38
419610,252639,208597,252984,208629,-269.20,-1718.32,0.00,68.38,1,-39.70,138.38
419650,252645,208610,252977,208630,-215.83,-1910.08,0.00,68.38,1,-88.00,138.38
419690,252650,208595,252971,208631,-172.88,-1946.25,0.00,68.38,1,-128.23,138.38
419730,252668,208597,252963,208632,-127.00,-1853.35,0.00,68.38,1,-157.60,138.38
419770,252673,208600,252954,208632,-100.05,-1709.74,0.00,68.38,1,-176.08,138.38
419810,252682,208620,252945,208633,-74.66,-1530.69,0.00,68.38,1,-185.95,138.38
419850,252694,208628,252934,208634,-51.38,-1329.57,0.00,68.38,1,-188.90,138.38
419890,252692,208638,252924,208634,-43.77,-1152.60,0.00,68.38,1,-187.41,138.38
419930,252682,208652,252913,208636,-44.09,-1015.44,0.00,68.38,1,-183.21,138.38
419970,252668,208659,252901,208637,-47.64,-917.81,0.00,68.38,1,-177.99,138.38
420010,252732,208661,252889,208638,13.42,-680.46,0.00,68.38,1,-169.91,138.38
420050,252803,208678,252879,208639,69.22,-348.02,0.00,68.38,1,-156.78,138.38
420090,252886,208690,252872,208641,124.81,58.05,0.00,68.38,1,-136.17,138.38
420130,252875,208682,252863,208642,93.33,291.66,0.00,68.38,1,-110.08,138.38
420170,252848,208692,252851,208644,54.39,371.09,0.00,68.38,1,-84.02,138.38
420210,252855,208694,252839,208645,50.34,422.36,0.00,68.38,1,-60.99,138.38
420250,252755,208686,252823,208646,-40.72,221.94,0.00,68.38,1,-48.17,138.38
420290,252810,208694,252809,208647,11.70,204.01,0.00,68.38,1,-40.49,138.38
420320,252722,208669,252791,208647,-62.56,-6.04,0.00,68.38,1,-39.33,138.38
420360,252544,208643,252766,208645,-197.27,-525.49,1000.00,67.51,1,-50.76,149.57
420400,252397,208622,252735,208642,-282.30,-1155.15,0.00,67.51,1,-73.48,149.57
420440,252338,208625,252706,208641,-279.86,-1639.84,0.00,67.51,1,-109.10,149.57
420480,252337,208619,252682,208641,-230.30,-1887.06,0.00,67.51,1,-150.34,149.57
420520,252415,208659,252667,208643,-124.89,-1801.62,0.00,67.51,1,-184.63,149.57
420560,252485,208672,252659,208647,-45.02,-1524.10,0.00,67.51,1,-204.20,149.57
420600,252515,208683,252654,208650,-12.31,-1221.31,0.00,67.51,1,-208.69,149.57
420640,252518,208686,252649,208653,-7.64,-972.79,0.00,67.51,1,-201.58,149.57
420680,252517,208686,252644,208657,-7.08,-777.46,0.00,67.51,1,-189.08,149.57
420720,252556,208697,252639,208661,26.17,-537.33,0.00,67.51,1,-174.00,149.57
420760,252612,208701,252637,208665,67.38,-241.24,0.00,67.51,1,-156.10,149.57
420800,252688,208720,252637,208669,117.56,122.19,0.00,67.51,1,-133.31,149.57
420840,252755,208722,252640,208673,151.34,494.86,0.00,67.51,1,-104.34,149.57
420880,252806,208731,252644,208676,165.92,824.02,0.00,67.51,1,-70.64,149.57
420920,252864,208736,252652,208680,183.61,1127.47,0.00,67.51,1,-33.76,149.57
420960,252926,208743,252662,208683,201.41,1411.14,0.00,67.51,1,4.40,149.57
421000,252965,208740,252671,208686,197.14,1621.14,0.00,67.51,1,41.81,149.57
421040,253001,208750,252679,208689,191.17,1769.18,0.00,67.51,1,77.51,149.57
421080,252993,208743,252683,208691,150.20,1776.50,0.00,67.51,1,108.67,149.57
421120,253027,208752,252689,208694,151.05,1784.43,0.00,67.51,1,134.79,149.57
421160,252993,208736,252695,208696,95.98,1645.26,0.00,67.51,1,153.71,149.57
421200,252890,208720,252697,208697,-5.75,1268.12,0.00,67.51,1,161.18,149.57
421240,252714,208683,252695,208697,-149.03,595.69,1000.00,67.99,1,152.94,369.86
421280,252594,208677,252686,208696,-220.61,-117.77,0.00,67.99,1,126.60,369.86
421320,252582,208677,252681,208696,-190.73,-595.40,0.00,67.99,1,87.88,369.86
421360,252596,208685,252683,208698,-144.92,-847.01,0.00,67.99,1,45.24,369.86
421400,252674,208701,252694,208701,-54.88,-805.53,0.00,67.99,1,10.77,369.86
421440,252722,208709,252709,208705,-5.64,-643.21,0.00,67.99,1,-10.10,369.86
421480,252750,208720,252726,208709,18.33,-453.32,0.00,67.99,1,-18.74,369.86
421520,252774,208725,252740,208711,34.70,-261.97,0.00,67.99,1,-17.62,369.86
421560,252802,208707,252753,208713,51.42,-68.58,0.00,67.99,1,-11.22,369.86
421600,252854,208720,252766,208714,84.81,170.41,0.00,67.99,1,-0.77,369.86
421640,252902,208731,252782,208716,108.91,420.43,0.00,67.99,1,13.42,369.86
421680,252940,208751,252799,208719,120.47,645.97,0.00,67.99,1,30.80,369.86
421720,252969,208744,252815,208720,122.56,827.43,0.00,67.99,1,50.39,369.86
421760,253003,208753,252831,208723,128.38,984.30,0.00,67.99,1,70.60,369.86
421800,253051,208757,252845,208724,144.62,1149.57,0.00,67.99,1,91.01,369.86
421840,253096,208766,252859,208726,155.50,1307.18,0.00,67.99,1,111.55,369.86
421880,253112,208770,252871,208727,140.62,1390.85,0.00,67.99,1,131.36,369.86
421920,253125,208771,252882,208729,125.97,1417.42,0.00,67.99,1,149.46,369.86
421960,253165,208781,252891,208730,136.09,1464.88,0.00,67.99,1,165.69,369.86
422000,253151,208772,252899,208732,100.11,1406.89,0.00,67.99,1,177.82,369.86
422040,253205,208789,252907,208733,126.38,1431.01,0.00,67.99,1,188.26,369.86
422080,253120,208776,252912,208734,33.92,1205.74,0.00,67.99,1,193.22,369.86
422120,252967,208739,252910,208734,-97.64,682.70,1000.00,67.99,1,185.98,211.95
422160,252818,208716,252903,208733,-202.25,-1.43,0.00,67.99,1,164.05,211.95
422200,252777,208712,252898,208733,-199.47,-527.71,0.00,67.99,1,127.43,211.95
422240,252792,208718,252901,208734,-151.27,-810.96,0.00,67.99,1,84.39,211.95
422280,252827,208734,252910,208736,-95.34,-884.25,0.00,67.99,1,44.91,211.95
422320,252899,208740,252923,208739,-19.14,-740.25,0.00,67.99,1,17.83,211.95
422360,252928,208742,252936,208741,8.08,-556.07,0.00,67.99,1,3.40,211.95
422400,252950,208740,252947,208743,24.66,-368.64,0.00,67.99,1,-0.99,211.95
422440,252954,208730,252957,208744,23.50,-225.50,0.00,67.99,1,0.96,211.95
422480,252972,208734,252966,208744,34.03,-86.05,0.00,67.99,1,5.45,211.95
422520,252983,208739,252974,208745,36.92,30.36,0.00,67.99,1,11.03,211.95
422560,253023,208755,252983,208747,63.08,190.20,0.00,67.99,1,18.10,211.95
422600,253063,208752,252991,208748,84.53,371.52,0.00,67.99,1,27.69,211.95
422640,253106,208768,252999,208749,104.58,565.87,0.00,67.99,1,40.07,211.95
422680,253108,208769,253006,208750,87.39,672.09,0.00,67.99,1,54.01,211.95
422720,253168,208771,253014,208751,120.86,843.30,0.00,67.99,1,69.75,211.95
422760,253207,208786,253022,208753,131.08,1003.82,0.00,67.99,1,86.58,211.95
422800,253230,208785,253029,208754,126.34,1116.53,0.00,67.99,1,103.17,211.95
422840,253247,208804,253035,208755,117.55,1181.22,0.00,67.99,1,119.95,211.95
422880,253275,208804,253042,208757,119.34,1236.42,0.00,67.99,1,135.31,211.95
422920,253242,208793,253047,208757,70.80,1151.31,0.00,67.99,1,146.40,211.95
422960,253273,208795,253051,208758,83.47,1118.38,0.00,67.99,1,154.44,211.95
423000,253203,208789,253053,208759,11.05,901.50,0.00,67.99,1,156.46,211.95
423040,253067,208763,253047,208758,-102.47,432.65,1000.00,67.23,1,147.11,157.45
423080,252877,208736,253038,208756,-239.83,-295.68,0.00,67.23,1,122.84,157.45
423120,252770,208724,253030,208755,-284.41,-981.46,0.00,67.23,1,81.93,157.45
423160,252739,208718,253027,208756,-258.64,-1448.35,0.00,67.23,1,30.68,157.45
423200,252742,208745,253025,208757,-209.62,-1683.12,0.00,67.23,1,-21.88,157.45
423240,252790,208751,253025,208758,-132.53,-1662.72,0.00,67.23,1,-64.81,157.45
423280,252840,208775,253026,208760,-67.67,-1475.57,0.00,67.23,1,-93.37,157.45
423320,252860,208773,253024,208761,-39.09,-1254.16,0.00,67.23,1,-108.56,157.45
423360,252857,208784,253021,208763,-34.52,-1069.36,0.00,67.23,1,-113.70,157.45
423400,252857,208773,253018,208764,-28.30,-908.81,0.00,67.23,1,-113.16,157.45
423440,252868,208780,253014,208766,-14.19,-746.32,0.00,67.23,1,-109.97,157.45
423480,252928,208782,253012,208768,37.56,-482.97,0.00,67.23,1,-103.16,157.45
423520,252983,208786,253012,208770,75.91,-176.32,0.00,67.23,1,-91.32,157.45
423560,253007,208792,253012,208771,81.92,78.74,0.00,67.23,1,-74.86,157.45
423600,253050,208795,253011,208773,102.44,331.85,0.00,67.23,1,-53.83,157.45
423640,253054,208788,253009,208774,87.28,489.27,0.00,67.23,1,-31.98,157.45
423680,253017,208789,253006,208775,41.23,490.49,0.00,67.23,1,-13.62,157.45
423720,253008,208799,252999,208776,26.44,452.38,0.00,67.23,1,0.46,157.45
423760,253017,208803,252992,208777,29.06,429.58,0.00,67.23,1,9.72,157.45
423800,253028,208798,252983,208777,32.84,421.78,0.00,67.23,1,15.48,157.45
423840,253001,208773,252974,208776,4.80,341.65,0.00,67.23,1,18.94,157.45
423880,252999,208770,252963,208774,2.30,272.55,0.00,67.23,1,20.91,157.45
423920,252931,208757,252950,208773,-53.88,70.36,1000.00,67.89,1,18.53,134.61
423960,252786,208758,252931,208772,-163.08,-375.65,0.00,67.89,1,6.45,134.61
424000,252613,208740,252907,208770,-275.58,-1020.53,0.00,67.89,1,-18.82,134.61
424040,252484,208712,252884,208768,-331.75,-1671.83,0.00,67.89,1,-58.93,134.61
424080,252473,208680,252868,208765,-281.06,-2046.03,0.00,67.89,1,-107.30,134.61
424120,252519,208705,252858,208765,-192.75,-2104.77,0.00,67.89,1,-153.31,134.61
424160,252607,208717,252852,208765,-85.89,-1868.47,0.00,67.89,1,-186.05,134.61
424200,252668,208736,252849,208764,-20.41,-1511.28,0.00,67.89,1,-200.45,134.61
424240,252663,208747,252844,208764,-20.83,-1233.78,0.00,67.89,1,-200.57,134.61
424280,252636,208750,252836,208763,-39.22,-1065.89,0.00,67.89,1,-192.92,134.61
424320,252641,208745,252827,208762,-28.06,-905.48,0.00,67.89,1,-182.97,134.61
424360,252639,208746,252819,208760,-24.66,-771.37,0.00,67.89,1,-174.02,134.61
424400,252678,208757,252811,208760,11.77,-570.60,0.00,67.89,1,-164.15,134.61
424440,252730,208766,252806,208759,52.28,-307.05,0.00,67.89,1,-150.44,134.61
424480,252783,208780,252800,208759,86.33,-11.59,0.00,67.89,1,-132.06,134.61
424520,252838,208779,252794,208759,115.89,296.91,0.00,67.89,1,-108.05,134.61
424560,252854,208786,252788,208759,108.16,517.12,0.00,67.89,1,-81.09,134.61
424600,252902,208793,252782,208758,128.05,741.40,0.00,67.89,1,-52.47,134.61
424640,252965,208790,252779,208759,156.66,991.86,0.00,67.89,1,-22.58,134.61
424680,253037,208803,252780,208759,187.50,1268.65,0.00,67.89,1,8.52,134.61
424710,253119,208807,252784,208759,220.98,1572.95,0.00,67.89,1,42.84,134.61
424750,253113,208807,252788,208760,176.28,1692.28,0.00,67.89,1,76.85,134.61
424790,253153,208804,252793,208760,177.34,1788.17,0.00,67.89,1,109.18,134.61
