device_uptime_ms,raw_ir,raw_red,avg_ir,avg_red,detrended_ir,filtered_ir,beat_marker,bpm,contact_present,detector_filtered_ir,signal_amplitude
398850,252565,208616,252605,208602,-4.39,-19.36,0.00,71.01,1,-51.03,165.72
398890,252501,208604,252587,208600,-56.08,-163.15,0.00,71.01,1,-49.45,165.72
398930,252377,208589,252567,208599,-147.66,-517.07,1000.00,67.61,1,-56.58,77.37
398970,252198,208562,252537,208596,-267.86,-1110.46,0.00,67.61,1,-76.08,77.37
399010,252092,208556,252506,208593,-306.56,-1675.48,0.00,67.61,1,-109.29,77.37
399050,252113,208567,252482,208592,-234.16,-1925.05,0.00,67.61,1,-148.82,77.37
399090,252155,208585,252464,208592,-157.56,-1917.50,0.00,67.61,1,-185.69,77.37
399130,252263,208608,252455,208593,-40.64,-1602.94,0.00,67.61,1,-208.15,77.37
399170,252347,208632,252451,208596,35.55,-1156.45,0.00,67.61,1,-211.53,77.37
399210,252354,208637,252446,208598,34.89,-809.92,0.00,67.61,1,-201.05,77.37
399250,252353,208630,252440,208601,27.80,-558.36,0.00,67.61,1,-182.06,77.37
399290,252395,208628,252435,208602,57.23,-284.42,0.00,67.61,1,-159.64,77.37
399330,252435,208627,252431,208603,79.73,-11.35,0.00,67.61,1,-136.79,77.37
399370,252459,208632,252429,208605,85.06,215.71,0.00,67.61,1,-113.23,77.37
399410,252467,208645,252427,208607,76.31,369.72,0.00,67.61,1,-89.11,77.37
399450,252499,208637,252427,208609,88.81,522.85,0.00,67.61,1,-65.33,77.37
399490,252531,208632,252428,208610,99.06,669.35,0.00,67.61,1,-42.47,77.37
399530,252566,208643,252428,208612,109.94,812.33,0.00,67.61,1,-20.18,77.37
399570,252596,208644,252429,208613,114.75,936.55,0.00,67.61,1,2.26,77.37
399610,252620,208658,252431,208615,113.78,1030.89,0.00,67.61,1,24.17,77.37
399650,252661,208653,252434,208617,126.92,1139.17,0.00,67.61,1,45.73,77.37
399690,252642,208646,252436,208618,88.50,1122.19,0.00,67.61,1,64.49,77.37
399730,252711,208668,252442,208620,129.16,1216.28,0.00,67.61,1,82.47,77.37
399770,252690,208649,252445,208622,88.69,1182.84,0.00,67.61,1,97.75,77.37
399810,252563,208635,252446,208623,-31.42,839.66,0.00,67.61,1,103.81,77.37
399850,252418,208614,252440,208623,-144.67,273.00,1000.00,68.77,1,97.61,315.33
399890,252399,208607,252436,208623,-134.20,-141.36,0.00,68.77,1,78.61,315.33
399930,252443,208623,252438,208624,-73.97,-305.54,0.00,68.77,1,52.92,315.33
399970,252515,208637,252451,208627,-1.61,-242.57,0.00,68.77,1,30.79,315.33
400010,252614,208655,252472,208631,79.86,21.63,0.00,68.77,1,21.77,315.33
400050,252665,208657,252494,208635,107.30,300.13,0.00,68.77,1,25.66,315.33
400090,252704,208658,252516,208638,119.97,550.82,0.00,68.77,1,39.04,315.33
400130,252701,208660,252533,208640,95.92,682.87,0.00,68.77,1,56.26,315.33
400170,252717,208648,252548,208640,91.78,774.94,0.00,68.77,1,72.71,315.33
400210,252713,208648,252563,208641,71.98,794.50,0.00,68.77,1,86.06,315.33
400250,252727,208652,252578,208642,70.50,805.83,0.00,68.77,1,95.84,315.33
400290,252772,208645,252593,208642,94.70,878.56,0.00,68.77,1,104.78,315.33
400330,252781,208637,252606,208643,85.03,909.76,0.00,68.77,1,112.67,315.33
400370,252799,208656,252620,208644,84.48,932.65,0.00,68.77,1,120.55,315.33
400410,252824,208658,252634,208644,89.78,964.49,0.00,68.77,1,128.78,315.33
400450,252873,208657,252649,208645,113.80,1052.73,0.00,68.77,1,137.32,315.33
400490,252909,208663,252664,208646,122.83,1145.39,0.00,68.77,1,147.08,315.33
400530,252973,208675,252681,208648,153.20,1297.86,0.00,68.77,1,159.53,315.33
400570,252984,208673,252696,208649,134.64,1367.78,0.00,68.77,1,173.25,315.33
400610,253006,208668,252712,208649,128.44,1405.95,0.00,68.77,1,186.61,315.33
400650,253063,208676,252728,208650,152.06,1498.08,0.00,68.77,1,200.37,315.33
400690,253026,208643,252743,208650,94.34,1417.57,0.00,68.77,1,210.07,315.33
400730,252901,208633,252751,208649,-25.14,1039.34,0.00,68.77,1,210.92,315.33
400770,252794,208621,252755,208647,-108.36,524.61,1000.00,67.99,1,199.75,189.15
400810,252747,208603,252762,208646,-127.39,72.89,0.00,67.99,1,175.36,189.15
400850,252725,208598,252775,208646,-122.50,-266.55,0.00,67.99,1,141.98,189.15
400890,252761,208601,252789,208645,-70.94,-395.18,0.00,67.99,1,108.96,189.15
400930,252824,208610,252804,208645,-6.52,-325.44,0.00,67.99,1,83.71,189.15
400970,252861,208603,252818,208643,25.00,-187.85,0.00,67.99,1,68.19,189.15
401010,252881,208599,252829,208641,36.91,-49.09,0.00,67.99,1,61.95,189.15
401050,252882,208588,252837,208638,31.08,43.76,0.00,67.99,1,61.36,189.15
401090,252905,208598,252845,208636,44.34,151.20,0.00,67.99,1,63.39,189.15
401130,252916,208602,252854,208634,45.38,237.73,0.00,67.99,1,66.28,189.15
401170,252918,208601,252862,208632,38.84,287.97,0.00,67.99,1,69.04,189.15
401210,252951,208603,252872,208630,58.91,380.13,0.00,67.99,1,72.99,189.15
401250,252982,208603,252882,208628,73.72,491.12,0.00,67.99,1,78.10,189.15
401290,252992,208609,252891,208627,68.66,564.33,0.00,67.99,1,83.98,189.15
401330,253029,208610,252901,208626,86.64,668.91,0.00,67.99,1,91.81,189.15
401370,253061,208617,252911,208624,97.28,778.57,0.00,67.99,1,100.94,189.15
401410,253077,208624,252921,208623,92.89,852.52,0.00,67.99,1,110.31,189.15
401450,253081,208607,252929,208621,79.45,874.72,0.00,67.99,1,119.48,189.15
401490,253073,208615,252936,208619,58.59,836.97,0.00,67.99,1,126.49,189.15
401530,253055,208621,252939,208617,33.28,740.70,0.00,67.99,1,129.71,189.15
401570,253032,208618,252941,208614,8.44,600.02,1000.00,67.99,1,128.41,68.35
401610,253004,208615,252941,208612,-16.05,425.65,0.00,67.99,1,122.39,68.35
401650,252884,208584,252934,208609,-111.56,37.48,0.00,67.99,1,108.26,68.35
401690,252710,208547,252921,208605,-234.16,-588.94,0.00,67.99,1,81.76,68.35
401730,252589,208509,252909,208600,-291.23,-1228.23,0.00,67.99,1,42.25,68.35
401770,252521,208508,252898,208595,-294.58,-1735.70,0.00,67.99,1,-8.16,68.35
401810,252507,208509,252888,208591,-253.03,-2021.85,0.00,67.99,1,-61.68,68.35
401850,252541,208535,252881,208589,-179.61,-2051.21,0.00,67.99,1,-108.16,68.35
401890,252566,208541,252873,208587,-126.78,-1934.65,0.00,67.99,1,-142.62,68.35
401930,252576,208533,252863,208583,-95.77,-1761.85,0.00,67.99,1,-164.29,68.35
401970,252562,208518,252851,208580,-90.00,-1611.84,0.00,67.99,1,-175.99,68.35
402010,252568,208530,252839,208577,-68.88,-1439.07,0.00,67.99,1,-181.17,68.35
402050,252582,208529,252827,208575,-45.00,-1241.27,0.00,67.99,1,-181.80,68.35
402090,252604,208545,252815,208573,-18.86,-1017.98,0.00,67.99,1,-178.50,68.35
402130,252621,208555,252803,208571,-1.53,-798.07,0.00,67.99,1,-171.00,68.35
402170,252648,208560,252792,208569,20.89,-567.34,0.00,67.99,1,-159.56,68.35
402210,252668,208572,252781,208568,33.53,-354.00,0.00,67.99,1,-145.08,68.35
402250,252729,208583,252771,208567,77.52,-71.48,0.00,67.99,1,-126.89,68.35
402290,252749,208581,252761,208566,79.97,155.36,0.00,67.99,1,-106.04,68.35
402330,252789,208581,252751,208565,98.38,380.89,0.00,67.99,1,-82.94,68.35
402370,252813,208585,252741,208564,100.34,562.00,0.00,67.99,1,-58.33,68.35
402410,252800,208571,252730,208562,71.62,627.45,0.00,67.99,1,-35.97,68.35
402450,252798,208588,252719,208561,57.09,640.14,0.00,67.99,1,-16.57,68.35
402490,252757,208571,252706,208559,13.20,534.17,0.00,67.99,1,-3.01,68.35
402530,252778,208572,252695,208557,28.05,490.69,0.00,67.99,1,5.81,68.35
402570,252685,208547,252681,208554,-53.27,242.12,0.00,67.99,1,7.62,68.35
402600,252531,208519,252663,208550,-169.95,-259.82,1000.00,66.30,1,-2.18,189.42
402640,252368,208493,252642,208547,-273.02,-923.42,0.00,66.30,1,-25.64,189.42
402680,252320,208499,252626,208545,-263.23,-1415.21,0.00,66.30,1,-61.94,189.42
402720,252359,208514,252617,208545,-183.88,-1589.29,0.00,66.30,1,-101.92,189.42
402760,252433,208523,252614,208546,-90.09,-1477.50,0.00,66.30,1,-134.67,189.42
402800,252517,208536,252614,208547,-5.00,-1165.65,0.00,66.30,1,-151.27,189.42
402840,252597,208554,252616,208548,61.50,-746.84,0.00,66.30,1,-150.15,189.42
402880,252640,208555,252619,208548,85.69,-356.32,0.00,66.30,1,-135.51,189.42
402920,252682,208553,252623,208549,104.70,-1.52,0.00,66.30,1,-112.20,189.42
402960,252735,208551,252630,208550,129.31,340.20,0.00,66.30,1,-83.98,189.42
403000,252794,208563,252639,208552,154.42,673.03,0.00,66.30,1,-53.32,189.42
403040,252857,208564,252650,208553,178.28,995.63,0.00,66.30,1,-20.44,189.42
403080,252898,208579,252662,208554,179.81,1251.29,0.00,66.30,1,13.60,189.42
403120,252931,208582,252675,208555,174.50,1436.69,0.00,66.30,1,47.20,189.42
403160,252985,208579,252688,208556,187.38,1615.29,0.00,66.30,1,79.77,189.42
403200,253034,208588,252703,208557,193.83,1771.63,0.00,66.30,1,110.53,189.42
403240,253057,208585,252716,208557,177.80,1851.26,0.00,66.30,1,138.72,189.42
403280,253060,208583,252728,208557,148.25,1835.36,0.00,66.30,1,163.33,189.42
403320,253086,208587,252740,208557,142.89,1808.81,0.00,66.30,1,183.73,189.42
403360,253052,208565,252750,208556,89.30,1646.62,0.00,66.30,1,197.22,189.42
403400,253104,208574,252762,208556,115.86,1590.23,0.00,66.30,1,206.50,189.42
403440,253047,208549,252772,208555,48.27,1367.80,0.00,66.30,1,209.99,189.42
403480,252959,208541,252780,208554,-32.58,980.88,1000.00,66.12,1,204.34,361.26
403520,252819,208511,252782,208551,-141.52,391.48,0.00,66.12,1,187.49,361.26
403560,252757,208509,252784,208550,-166.88,-135.19,0.00,66.12,1,157.72,361.26
403600,252752,208514,252793,208550,-140.94,-477.53,0.00,66.12,1,120.77,361.26
403640,252782,208522,252810,208551,-90.97,-612.63,0.00,66.12,1,83.83,361.26
403680,252838,208527,252831,208552,-28.67,-553.54,0.00,66.12,1,55.54,361.26
403720,252883,208533,252851,208553,13.39,-396.41,0.00,66.12,1,38.62,361.26
403760,252884,208532,252870,208553,11.80,-278.06,0.00,66.12,1,30.76,361.26
403800,252880,208524,252884,208552,6.39,-200.01,0.00,66.12,1,28.45,361.26
403840,252900,208525,252896,208551,21.64,-98.88,0.00,66.12,1,28.86,361.26
403880,252913,208526,252907,208550,28.41,-2.13,0.00,66.12,1,30.00,361.26
403920,252947,208529,252918,208549,51.17,133.43,0.00,66.12,1,33.03,361.26
403960,252965,208545,252927,208549,56.72,253.81,0.00,66.12,1,38.36,361.26
404000,252982,208532,252934,208548,60.45,357.57,0.00,66.12,1,45.23,361.26
404040,253004,208535,252940,208547,67.61,457.39,0.00,66.12,1,53.52,361.26
404080,253013,208536,252945,208545,62.81,522.59,0.00,66.12,1,61.74,361.26
404120,253043,208549,252949,208544,76.11,608.55,0.00,66.12,1,70.28,361.26
404160,253037,208535,252951,208542,57.48,626.43,0.00,66.12,1,77.99,361.26
404200,253041,208524,252952,208539,50.42,621.73,0.00,66.12,1,84.21,361.26
404240,253027,208531,252951,208537,29.86,563.78,0.00,66.12,1,88.27,361.26
404280,253012,208523,252949,208535,12.19,471.92,0.00,66.12,1,88.78,361.26
404320,252964,208521,252944,208532,-29.36,290.59,1000.00,65.40,1,84.86,60.33
404360,252952,208512,252940,208530,-33.92,137.11,0.00,65.40,1,77.00,60.33
404400,252934,208507,252933,208527,-42.58,-5.46,0.00,65.40,1,66.11,60.33
404440,252857,208498,252925,208525,-98.05,-263.11,0.00,65.40,1,50.52,60.33
404480,252711,208468,252915,208522,-200.12,-733.55,0.00,65.40,1,27.56,60.33
404520,252619,208455,252907,208520,-239.55,-1204.57,0.00,65.40,1,-3.94,60.33
404560,252588,208468,252901,208518,-221.84,-1525.24,0.00,65.40,1,-41.97,60.33
404600,252604,208479,252895,208517,-168.80,-1635.31,0.00,65.40,1,-80.54,60.33
404640,252658,208480,252890,208515,-94.14,-1524.07,0.00,65.40,1,-110.66,60.33
404680,252712,208501,252885,208514,-32.92,-1275.69,0.00,65.40,1,-127.95,60.33
404720,252750,208510,252879,208513,4.16,-984.07,0.00,65.40,1,-132.44,60.33
404760,252751,208515,252874,208513,4.23,-756.39,0.00,65.40,1,-127.83,60.33
404800,252774,208514,252870,208512,22.33,-531.04,0.00,65.40,1,-117.71,60.33
404840,252773,208519,252865,208512,17.48,-368.05,0.00,65.40,1,-105.86,60.33
404880,252799,208515,252860,208512,35.66,-192.95,0.00,65.40,1,-93.36,60.33
404920,252818,208532,252855,208512,44.81,-32.19,0.00,65.40,1,-79.82,60.33
404960,252849,208530,252850,208511,62.17,139.02,0.00,65.40,1,-65.34,60.33
405000,252858,208529,252845,208511,58.36,262.51,0.00,65.40,1,-49.96,60.33
405040,252854,208535,252839,208511,44.58,322.44,0.00,65.40,1,-35.36,60.33
405080,252860,208531,252833,208511,41.47,360.98,0.00,65.40,1,-22.10,60.33
405120,252898,208539,252828,208510,65.17,453.62,0.00,65.40,1,-9.75,60.33
405160,252892,208555,252822,208511,48.52,481.90,0.00,65.40,1,1.11,60.33
405200,252901,208548,252816,208512,47.16,500.38,0.00,65.40,1,11.24,60.33
405240,252916,208553,252812,208513,50.97,524.85,0.00,65.40,1,21.03,60.33
405280,252888,208549,252807,208514,18.83,459.09,0.00,65.40,1,27.70,60.33
405320,252907,208557,252804,208515,31.02,439.97,0.00,65.40,1,32.96,60.33
405360,252836,208550,252800,208517,-32.78,256.64,0.00,65.40,1,33.76,60.33
405400,252678,208520,252790,208518,-156.44,-212.82,1000.00,64.00,1,24.02,166.19
405440,252540,208501,252777,208518,-241.44,-803.39,0.00,64.00,1,1.93,166.19
405480,252496,208498,252768,208519,-234.06,-1244.57,0.00,64.00,1,-31.79,166.19
405520,252473,208495,252762,208520,-210.80,-1527.27,0.00,64.00,1,-71.79,166.19
405560,252527,208523,252760,208523,-128.58,-1530.72,0.00,64.00,1,-107.19,166.19
405600,252608,208531,252760,208525,-39.02,-1296.96,0.00,64.00,1,-129.53,166.19
405640,252675,208557,252761,208528,22.95,-951.03,0.00,64.00,1,-137.11,166.19
405680,252696,208576,252760,208531,36.05,-646.64,0.00,64.00,1,-131.62,166.19
405720,252703,208570,252758,208533,35.30,-411.20,0.00,64.00,1,-118.30,166.19
405760,252729,208572,252757,208535,50.27,-188.03,0.00,64.00,1,-101.54,166.19
405800,252747,208570,252756,208538,55.98,1.13,0.00,64.00,1,-84.45,166.19
405840,252779,208566,252757,208540,72.14,191.34,0.00,64.00,1,-66.91,166.19
405880,252809,208570,252757,208542,83.75,370.34,0.00,64.00,1,-48.32,166.19
405920,252838,208573,252758,208543,92.45,532.94,0.00,64.00,1,-29.09,166.19
405960,252890,208582,252759,208546,118.45,728.41,0.00,64.00,1,-8.24,166.19
406000,252910,208586,252762,208548,113.53,867.88,0.00,64.00,1,13.03,166.19
406040,252941,208591,252765,208550,118.52,989.83,0.00,64.00,1,34.35,166.19
406080,252947,208592,252768,208552,102.11,1041.64,0.00,64.00,1,54.46,166.19
406120,252991,208591,252772,208555,119.81,1128.78,0.00,64.00,1,73.02,166.19
406160,252979,208592,252776,208556,88.41,1113.84,0.00,64.00,1,88.83,166.19
406200,252996,208566,252779,208557,86.44,1096.99,0.00,64.00,1,101.75,166.19
406240,252994,208588,252783,208558,69.23,1038.43,0.00,64.00,1,111.98,166.19
406280,252924,208566,252784,208559,-0.62,808.33,0.00,64.00,1,115.31,166.19
406320,252764,208547,252778,208558,-131.72,282.76,1000.00,65.75,1,107.27,252.43
406360,252648,208533,252771,208558,-203.12,-315.70,0.00,65.75,1,85.24,252.43
406400,252646,208523,252770,208558,-168.20,-690.30,0.00,65.75,1,52.99,252.43
406440,252660,208521,252774,208559,-126.45,-872.27,0.00,65.75,1,16.97,252.43
406480,252713,208526,252783,208560,-60.23,-839.39,0.00,65.75,1,-12.56,252.43
406520,252798,208545,252796,208562,20.31,-601.10,0.00,65.75,1,-28.44,252.43
406560,252823,208561,252808,208563,37.16,-370.77,0.00,65.75,1,-32.69,252.43
406600,252823,208568,252816,208565,30.47,-208.76,0.00,65.75,1,-28.68,252.43
406640,252811,208576,252822,208566,15.14,-122.86,0.00,65.75,1,-21.18,252.43
406680,252807,208582,252826,208566,9.14,-71.70,0.00,65.75,1,-14.84,252.43
406720,252832,208579,252831,208566,28.00,17.99,0.00,65.75,1,-9.48,252.43
406760,252879,208591,252837,208567,61.50,176.40,0.00,65.75,1,-2.98,252.43
406800,252914,208592,252844,208568,79.12,346.48,0.00,65.75,1,6.24,252.43
406840,252972,208588,252852,208569,112.44,567.09,0.00,65.75,1,19.93,252.43
406880,253003,208605,252860,208570,117.62,752.86,0.00,65.75,1,37.05,252.43
406920,253029,208607,252867,208571,117.77,898.13,0.00,65.75,1,55.64,252.43
406960,253088,208618,252875,208573,144.95,1083.22,0.00,65.75,1,76.07,252.43
407000,253166,208631,252885,208575,182.83,1327.58,0.00,65.75,1,98.42,252.43
407040,253177,208619,252895,208576,158.94,1455.10,0.00,65.75,1,121.06,252.43
407070,253209,208626,252905,208577,156.56,1548.31,0.00,65.75,1,143.86,252.43
407110,253171,208618,252913,208578,97.22,1464.34,0.00,65.75,1,162.42,252.43
407150,253049,208587,252915,208578,-20.33,1088.52,0.00,65.75,1,169.24,252.43
407190,252844,208562,252909,208578,-184.77,361.26,1000.00,64.26,1,158.16,201.93
407230,252711,208552,252898,208576,-260.56,-406.10,0.00,64.26,1,126.91,201.93
407270,252655,208542,252887,208575,-259.58,-1002.05,0.00,64.26,1,80.14,201.93
407310,252653,208544,252883,208575,-214.50,-1347.88,0.00,64.26,1,27.31,201.93
407350,252705,208568,252885,208577,-133.25,-1403.12,0.00,64.26,1,-18.69,201.93
407390,252748,208580,252889,208579,-74.00,-1289.80,0.00,64.26,1,-51.59,201.93
407430,252787,208590,252894,208582,-28.70,-1081.82,0.00,64.26,1,-70.20,201.93
407470,252810,208594,252898,208585,-4.67,-856.15,0.00,64.26,1,-76.73,201.93
407510,252836,208599,252900,208587,17.48,-621.64,0.00,64.26,1,-75.13,201.93
407550,252849,208591,252901,208588,25.00,-418.88,0.00,64.26,1,-68.66,201.93
407590,252891,208606,252903,208589,54.94,-181.69,0.00,64.26,1,-58.48,201.93
407630,252947,208610,252909,208591,90.97,98.44,0.00,64.26,1,-44.29,201.93
407670,252990,208632,252916,208593,109.86,366.81,0.00,64.26,1,-26.57,201.93
407710,253053,208641,252925,208595,141.75,660.33,0.00,64.26,1,-4.38,201.93
407750,253103,208641,252934,208597,157.23,930.16,0.00,64.26,1,21.21,201.93
407790,253161,208666,252944,208600,176.48,1191.44,0.00,64.26,1,49.06,201.93
407830,253195,208662,252953,208603,172.59,1384.97,0.00,64.26,1,77.85,201.93
407870,253200,208671,252961,208606,145.62,1464.73,0.00,64.26,1,104.54,201.93
407910,253264,208683,252970,208609,171.89,1596.28,0.00,64.26,1,129.83,201.93
407950,253288,208687,252978,208612,160.62,1669.15,0.00,64.26,1,152.30,201.93
407990,253280,208694,252983,208614,125.16,1632.35,0.00,64.26,1,170.58,201.93
408030,253234,208671,252985,208616,64.91,1444.58,0.00,64.26,1,183.32,201.93
408070,253125,208670,252981,208618,-36.16,1031.32,0.00,64.26,1,184.53,201.93
408110,252965,208643,252973,208619,-160.84,379.80,1000.00,64.34,1,169.42,261.27
408150,252838,208627,252965,208621,-236.03,-326.87,0.00,64.34,1,137.28,261.27
408190,252792,208630,252963,208623,-231.27,-865.50,0.00,64.34,1,92.76,261.27
408230,252803,208638,252966,208627,-180.62,-1151.94,0.00,64.34,1,44.51,261.27
408270,252852,208643,252974,208631,-107.94,-1183.47,0.00,64.34,1,2.79,261.27
408310,252906,208655,252984,208635,-44.23,-1039.89,0.00,64.34,1,-25.91,261.27
408350,252942,208657,252994,208639,-6.75,-828.93,0.00,64.34,1,-40.98,261.27
408390,252947,208655,253002,208642,-1.44,-650.36,0.00,64.34,1,-45.79,261.27
408430,252969,208665,253009,208645,16.86,-462.77,0.00,64.34,1,-43.92,261.27
408470,252977,208660,253016,208647,20.39,-307.13,0.00,64.34,1,-38.94,261.27
408510,252991,208663,253022,208650,28.20,-165.11,0.00,64.34,1,-32.60,261.27
408550,252997,208663,253028,208653,28.05,-54.74,0.00,64.34,1,-25.27,261.27
408590,253035,208680,253034,208656,54.16,100.28,0.00,64.34,1,-16.64,261.27
408630,253077,208691,253039,208659,78.84,286.36,0.00,64.34,1,-5.76,261.27
408670,253105,208698,253043,208662,87.61,454.65,0.00,64.34,1,7.26,261.27
408710,253153,208708,253047,208664,111.20,648.20,0.00,64.34,1,23.43,261.27
408750,253169,208695,253050,208667,104.31,780.98,0.00,64.34,1,40.84,261.27
408790,253181,208718,253051,208669,95.38,860.96,0.00,64.34,1,57.69,261.27
408830,253220,208711,253052,208671,110.19,962.44,0.00,64.34,1,74.34,261.27
408870,253220,208694,253053,208671,90.36,989.25,0.00,64.34,1,88.60,261.27
408910,253248,208699,253052,208672,97.05,1027.82,0.00,64.34,1,101.35,261.27
408950,253172,208673,253047,208672,17.27,847.28,0.00,64.34,1,109.14,261.27
408990,253050,208642,253038,208669,-85.88,434.17,1000.00,66.12,1,106.41,154.93
409030,252879,208614,253024,208667,-210.64,-217.44,0.00,66.12,1,88.70,154.93
409070,252772,208609,253010,208665,-260.47,-857.24,0.00,66.12,1,54.35,154.93
409110,252741,208599,253001,208663,-239.00,-1299.61,0.00,66.12,1,9.82,154.93
409150,252756,208605,252998,208662,-183.69,-1498.63,0.00,66.12,1,-36.10,154.93
409190,252836,208628,252999,208662,-85.03,-1393.41,0.00,66.12,1,-71.99,154.93
409230,252876,208628,253002,208662,-36.92,-1184.34,0.00,66.12,1,-93.73,154.93
409270,252898,208632,253004,208661,-12.23,-956.08,0.00,66.12,1,-102.28,154.93
409310,252883,208631,253003,208660,-22.33,-804.69,0.00,66.12,1,-102.00,154.93
409350,252875,208625,253001,208659,-24.88,-693.33,0.00,66.12,1,-98.70,154.93
409390,252885,208624,252998,208658,-12.20,-573.01,0.00,66.12,1,-94.42,154.93
409430,252902,208615,252995,208656,3.94,-436.55,0.00,66.12,1,-89.67,154.93
409470,252921,208628,252993,208654,18.81,-290.85,0.00,66.12,1,-83.21,154.93
409510,252946,208626,252991,208653,35.92,-132.03,0.00,66.12,1,-74.21,154.93
409550,252979,208625,252991,208651,56.52,46.22,0.00,66.12,1,-62.46,154.93
409590,253015,208637,252990,208650,75.86,236.32,0.00,66.12,1,-48.01,154.93
409630,253040,208637,252988,208648,82.70,402.67,0.00,66.12,1,-31.50,154.93
409670,253063,208627,252987,208645,86.67,542.89,0.00,66.12,1,-13.74,154.93
409710,253109,208640,252985,208642,108.80,710.68,0.00,66.12,1,5.23,154.93
409750,253094,208627,252982,208639,76.91,757.36,0.00,66.12,1,22.74,154.93
409790,253123,208634,252980,208636,86.84,820.01,0.00,66.12,1,39.06,154.93
409830,253050,208603,252973,208632,11.36,669.60,0.00,66.12,1,50.27,154.93
409870,252876,208567,252959,208627,-133.36,170.22,1000.00,66.85,1,48.36,152.55
409910,252689,208534,252937,208620,-262.69,-560.73,0.00,66.85,1,29.45,152.55
409950,252602,208529,252914,208614,-286.75,-1194.39,0.00,66.85,1,-6.81,152.55
409990,252586,208529,252895,208610,-248.25,-1587.00,0.00,66.85,1,-53.27,152.55
410030,252644,208542,252886,208607,-156.00,-1649.70,0.00,66.85,1,-97.16,152.55
410070,252705,208572,252883,208605,-77.91,-1492.44,0.00,66.85,1,-128.22,152.55
410110,252742,208571,252883,208604,-33.55,-1252.67,0.00,66.85,1,-144.00,152.55
410150,252765,208571,252884,208603,-8.64,-999.89,0.00,66.85,1,-146.42,152.55
410190,252812,208565,252883,208600,31.45,-696.88,0.00,66.85,1,-139.19,152.55
410230,252858,208574,252882,208598,63.52,-375.88,0.00,66.85,1,-125.39,152.55
410270,252918,208580,252883,208596,101.28,-25.81,0.00,66.85,1,-105.89,152.55
410310,252993,208594,252887,208595,144.55,361.47,0.00,66.85,1,-80.22,152.55
410350,253039,208591,252894,208593,156.25,694.45,0.00,66.85,1,-50.30,152.55
410390,253064,208589,252901,208592,148.62,934.04,0.00,66.85,1,-18.47,152.55
410430,253135,208580,252910,208590,180.09,1204.00,0.00,66.85,1,14.79,152.55
410470,253175,208607,252920,208590,180.48,1415.60,0.00,66.85,1,47.20,152.55
410510,253198,208622,252930,208589,166.86,1544.68,0.00,66.85,1,77.55,152.55
410550,253179,208603,252938,208589,121.25,1524.95,0.00,66.85,1,104.10,152.55
410590,253183,208602,252945,208587,102.70,1460.59,0.00,66.85,1,124.61,152.55
410630,253158,208578,252950,208585,63.72,1307.48,0.00,66.85,1,137.59,152.55
410670,253056,208529,252950,208581,-31.39,936.96,0.00,66.85,1,139.51,152.55
410710,252897,208526,252941,208576,-156.12,318.66,1000.00,67.51,1,127.28,285.94
410750,252782,208507,252929,208571,-222.33,-338.39,0.00,67.51,1,99.62,285.94
410790,252753,208513,252914,208567,-206.09,-808.03,0.00,67.51,1,60.56,285.94
410830,252761,208509,252902,208563,-162.44,-1059.10,0.00,67.51,1,18.00,285.94
410870,252811,208493,252900,208560,-92.20,-1069.51,0.00,67.51,1,-17.93,285.94
410910,252868,208501,252907,208559,-28.86,-910.41,0.00,67.51,1,-41.21,285.94
410950,252922,208518,252920,208558,20.61,-655.71,0.00,67.51,1,-51.18,285.94
410990,252927,208519,252933,208558,21.00,-456.01,0.00,67.51,1,-51.10,285.94
411030,252942,208528,252945,208557,29.52,-277.77,0.00,67.51,1,-44.87,285.94
411070,252959,208535,252955,208556,38.14,-115.97,0.00,67.51,1,-35.77,285.94
411110,252971,208536,252965,208554,41.11,18.07,0.00,67.51,1,-26.35,285.94
411150,252986,208543,252973,208553,46.02,135.58,0.00,67.51,1,-16.42,285.94
411190,253038,208552,252982,208553,80.38,317.94,0.00,67.51,1,-4.73,285.94
411230,253065,208552,252991,208552,88.05,480.44,0.00,67.51,1,8.55,285.94
411270,253105,208557,252998,208551,105.00,651.94,0.00,67.51,1,24.00,285.94
411310,253128,208567,253004,208550,104.95,785.59,0.00,67.51,1,41.18,285.94
411350,253101,208560,253006,208549,63.92,781.51,0.00,67.51,1,56.16,285.94
411390,253112,208572,253008,208548,61.44,771.78,0.00,67.51,1,68.59,285.94
411430,253069,208566,253005,208547,15.12,641.92,0.00,67.51,1,75.50,285.94
411470,253120,208571,253003,208546,54.22,643.83,0.00,67.51,1,79.29,285.94
411500,253038,208562,252997,208543,-22.78,442.05,1000.00,69.77,1,78.39,130.47
411540,252915,208534,252986,208541,-119.55,29.19,0.00,69.77,1,68.44,130.47
411580,252796,208520,252971,208537,-195.61,-493.64,0.00,69.77,1,48.64,130.47
411620,252719,208511,252953,208535,-223.55,-975.20,0.00,69.77,1,16.40,130.47
411660,252709,208514,252939,208534,-191.52,-1266.26,0.00,69.77,1,-21.78,130.47
411700,252753,208532,252934,208534,-120.97,-1307.04,0.00,69.77,1,-56.97,130.47
411740,252787,208546,252934,208536,-71.31,-1207.76,0.00,69.77,1,-83.07,130.47
411780,252788,208561,252935,208538,-57.66,-1094.26,0.00,69.77,1,-98.71,130.47
411820,252785,208560,252936,208540,-49.73,-984.82,0.00,69.77,1,-105.94,130.47
